latencia,230,264,248 
 mh,87,95,95 
 clonados,8616703,6733017,10157180 
 pkts,64720551,68862937,65982636 
TX,199566124,RX,199566124,CLONE_E2I,25506900,DROP,90
latencia,228,260,237 
 mh,88,95,95 
 clonados,8814787,6739782,10149667 
 pkts,64739447,68912583,65905906 
TX,199557936,RX,199557936,CLONE_E2I,25704236,DROP,97
latencia,287,305,320 
 mh,118,147,154 
 clonados,11660606,9048044,13659495 
 pkts,64585248,68908551,65857390 
TX,199351189,RX,199351189,CLONE_E2I,34368145,DROP,99
latencia,167,209,193 
 mh,0,0,0 
 clonados,0,0,0 
 pkts,73952154,74999659,75577476 
TX,224529289,RX,224529289,CLONE_E2I,0,DROP,94
latencia,205,299,311 
 mh,86,111,153 
 clonados,8452741,8106695,13650190 
 pkts,64644139,68987145,65818161 
TX,199449445,RX,199449445,CLONE_E2I,30209626,DROP,89
latencia,222,259,256 
 mh,88,95,95 
 clonados,8826389,6727034,10156949 
 pkts,64757014,68803414,65999555 
TX,199559983,RX,199559983,CLONE_E2I,25710372,DROP,102
latencia,231,293,313 
 mh,90,114,153 
 clonados,8976391,8251385,13629332 
 pkts,64830226,68894530,65708313 
TX,199433069,RX,199433069,CLONE_E2I,30857108,DROP,90
latencia,228,311,315 
 mh,87,123,153 
 clonados,8662903,8728145,13655796 
 pkts,64642688,68941172,65845115 
TX,199428975,RX,199428975,CLONE_E2I,31046844,DROP,96
latencia,222,259,243 
 mh,90,95,95 
 clonados,9056234,6781686,10170404 
 pkts,64694589,68896654,65870484 
TX,199461727,RX,199461727,CLONE_E2I,26008324,DROP,95
latencia,232,254,249 
 mh,89,95,95 
 clonados,8860937,6795841,10178796 
 pkts,64583527,68950669,65937766 
TX,199471962,RX,199471962,CLONE_E2I,25835574,DROP,89
