[0]:14663804 [1]:1524351 [2]:81 [3]:88
[0]:14869229 [1]:1539318 [2]:79 [3]:365
[0]:15082834 [1]:1558403 [2]:79 [3]:369
[0]:15303323 [1]:1585849 [2]:79 [3]:81
[0]:15505782 [1]:1615812 [2]:79 [3]:361
[0]:15731364 [1]:1649383 [2]:79 [3]:361
[0]:15941535 [1]:1680572 [2]:79 [3]:355
[0]:16185701 [1]:1716810 [2]:79 [3]:77
[0]:16399459 [1]:1748547 [2]:79 [3]:367
[0]:16639084 [1]:1784119 [2]:79 [3]:362
[0]:16859757 [1]:1816903 [2]:79 [3]:372
[0]:17142197 [1]:1858881 [2]:79 [3]:360
[0]:17348462 [1]:1889449 [2]:79 [3]:362
[0]:17551625 [1]:1919698 [2]:79 [3]:369
[0]:17756825 [1]:1950160 [2]:79 [3]:363
[0]:17973509 [1]:1982397 [2]:79 [3]:364
[0]:18215331 [1]:2018409 [2]:90 [3]:363
[0]:18502439 [1]:2060921 [2]:90 [3]:74
[0]:18712692 [1]:2092076 [2]:90 [3]:79
[0]:18924283 [1]:2123544 [2]:90 [3]:94
[0]:19134819 [1]:2154840 [2]:90 [3]:373
[0]:19350420 [1]:2186854 [2]:90 [3]:363
[0]:19561432 [1]:2218235 [2]:90 [3]:79
[0]:19833236 [1]:2258571 [2]:90 [3]:366
[0]:20047770 [1]:2290387 [2]:90 [3]:368
[0]:20247341 [1]:2319981 [2]:90 [3]:370
[0]:20504821 [1]:2358258 [2]:90 [3]:83
[0]:20710971 [1]:2388860 [2]:90 [3]:369
[0]:20922453 [1]:2420131 [2]:90 [3]:361
[0]:21131039 [1]:2451085 [2]:90 [3]:373
[0]:21356329 [1]:2484554 [2]:90 [3]:368
[0]:21563711 [1]:2515243 [2]:90 [3]:366
[0]:21780501 [1]:2547434 [2]:102 [3]:360
[0]:21994748 [1]:2579248 [2]:102 [3]:368
[0]:22239145 [1]:2615587 [2]:102 [3]:368
[0]:22471189 [1]:2650053 [2]:102 [3]:76
[0]:22688118 [1]:2682341 [2]:102 [3]:370
[0]:22900903 [1]:2714025 [2]:102 [3]:368
[0]:23113536 [1]:2745768 [2]:102 [3]:362
[0]:23337294 [1]:2779116 [2]:102 [3]:356
[0]:23543068 [1]:2809694 [2]:102 [3]:372
[0]:23751973 [1]:2840628 [2]:102 [3]:367
[0]:23951463 [1]:2870177 [2]:102 [3]:369
[0]:24160361 [1]:2901163 [2]:102 [3]:361
[0]:24386333 [1]:2934656 [2]:102 [3]:369
[0]:24615835 [1]:2968750 [2]:102 [3]:361
[0]:24819536 [1]:2999037 [2]:102 [3]:359
[0]:25032890 [1]:3030592 [2]:102 [3]:79
[0]:25238136 [1]:3061073 [2]:102 [3]:356
[0]:25446625 [1]:3091993 [2]:111 [3]:366
[0]:25651920 [1]:3122433 [2]:111 [3]:363
[0]:25864744 [1]:3154137 [2]:111 [3]:366
[0]:26114804 [1]:3191315 [2]:111 [3]:366
[0]:26328747 [1]:3223178 [2]:111 [3]:361
[0]:26572347 [1]:3259404 [2]:111 [3]:370
[0]:26781000 [1]:3290378 [2]:111 [3]:358
[0]:27038873 [1]:3328607 [2]:111 [3]:369
[0]:27251626 [1]:3360150 [2]:111 [3]:367
[0]:27487824 [1]:3395243 [2]:111 [3]:356
[0]:27694472 [1]:3425999 [2]:111 [3]:367
[0]:27921210 [1]:3459748 [2]:111 [3]:366
[0]:28130138 [1]:3490798 [2]:111 [3]:368
[0]:28337799 [1]:3521572 [2]:111 [3]:362
[0]:28548000 [1]:3552770 [2]:111 [3]:354
[0]:28764553 [1]:3584921 [2]:111 [3]:363
[0]:29012522 [1]:3621779 [2]:118 [3]:369
[0]:29220785 [1]:3652713 [2]:118 [3]:363
[0]:29434653 [1]:3684513 [2]:118 [3]:366
[0]:29643137 [1]:3715556 [2]:118 [3]:377
[0]:29854662 [1]:3746938 [2]:118 [3]:372
[0]:30082434 [1]:3781000 [2]:118 [3]:368
