latencia,24,24,25,26,22,25,25 
 mh,5,7,7,7,7,7,7 
 clonados,59452280,160393252,84587818,159973643,84451331,160624246,87822268 
 pkts,183402866,181439777,164949156,181071948,163999106,181988989,170275530 
TX,1227127372,RX,1227127372,CLONE_E2I,797304838,DROP,99
latencia,21,23,25,23,21,27,25 
 mh,5,7,7,7,7,7,7 
 clonados,59278666,160001945,84841431,160321863,84859013,159964674,87988026 
 pkts,183112400,181280850,165033400,181682739,164697638,180732261,170606507 
TX,1227145795,RX,1227145795,CLONE_E2I,797255618,DROP,91
latencia,21,28,21,24,26,25,25 
 mh,5,7,7,7,7,7,7 
 clonados,59645184,160242468,84192519,161053547,84231524,160659847,87686750 
 pkts,183679608,180893352,164340972,182367006,164227629,181574743,170390005 
TX,1227473315,RX,1227473315,CLONE_E2I,797711840,DROP,94
latencia,23,26,24,24,23,25,23 
 mh,5,7,7,7,7,7,7 
 clonados,59634314,160231738,84927619,159726072,85244051,160254645,87865653 
 pkts,183695869,181026473,165369552,180623246,165267458,181138767,170263929 
TX,1227385294,RX,1227385294,CLONE_E2I,797884092,DROP,99
latencia,23,25,25,26,27,28,25 
 mh,5,7,7,7,7,7,7 
 clonados,59570715,159886509,84936473,160797080,84456738,160684666,87507046 
 pkts,183506093,180968355,164715880,181930845,164453078,181769501,169906440 
TX,1227250192,RX,1227250192,CLONE_E2I,797839227,DROP,97
latencia,23,25,22,26,24,25,22 
 mh,5,7,7,7,7,7,7 
 clonados,59960519,160840969,84553600,159312058,85764110,159712636,87536191 
 pkts,184299777,181846304,165071321,180096072,166110154,180387652,169756531 
TX,1227567811,RX,1227567811,CLONE_E2I,797680083,DROP,95
latencia,22,25,24,23,23,26,24 
 mh,5,7,7,7,7,7,7 
 clonados,59479592,159578864,85013630,160099082,85192552,159821449,88514460 
 pkts,183341093,180462895,165030872,181425489,165263822,180705696,171141098 
TX,1227370965,RX,1227370965,CLONE_E2I,797699629,DROP,92
latencia,22,27,21,24,25,27,26 
 mh,5,7,7,7,7,7,7 
 clonados,59325179,160629209,84055661,160385269,84629709,161011138,87657909 
 pkts,183021308,181449445,164279252,181612807,164497384,182270993,170141520 
TX,1227272709,RX,1227272709,CLONE_E2I,797694074,DROP,98
latencia,24,22,29,26,26,26,23 
 mh,5,6,6,6,6,6,6 
 clonados,59486626,160188965,86553820,160909993,86182095,161739673,88999302 
 pkts,183476957,180834643,165117388,181681243,163956633,182313996,169840674 
TX,1227221534,RX,1227221534,CLONE_E2I,804060474,DROP,90
latencia,22,25,23,25,23,25,25 
 mh,5,7,7,7,7,7,7 
 clonados,59267725,160639319,84300326,160044778,85000056,159739878,88538083 
 pkts,183185570,181683952,164574179,181142658,165028378,181107551,170861565 
TX,1227583853,RX,1227583853,CLONE_E2I,797530165,DROP,96
