latencia,234,294,317 
 mh,90,111,154 
 clonados,8885834,7958992,13641437 
 pkts,64724408,68947357,65763351 
TX,199435116,RX,199435116,CLONE_E2I,30486263,DROP,96
latencia,234,260,262 
 mh,93,96,99 
 clonados,9115666,6784472,10179128 
 pkts,64635773,68876344,65951657 
TX,199463774,RX,199463774,CLONE_E2I,26079266,DROP,93
latencia,187,313,313 
 mh,80,80,80 
 clonados,6442381,9017657,13659463 
 pkts,64676558,68900609,65923453 
TX,199500620,RX,199500620,CLONE_E2I,29119501,DROP,100
latencia,227,261,249 
 mh,93,96,99 
 clonados,9108395,6799034,10160735 
 pkts,64657650,68965638,65836392 
TX,199459680,RX,199459680,CLONE_E2I,26068164,DROP,94
latencia,230,249,248 
 mh,92,96,99 
 clonados,9058918,6770700,10183863 
 pkts,64669234,68828579,65965961 
TX,199463774,RX,199463774,CLONE_E2I,26013481,DROP,95
latencia,243,297,321 
 mh,89,119,155 
 clonados,8671297,8331325,13634628 
 pkts,64795930,68887255,65733508 
TX,199416693,RX,199416693,CLONE_E2I,30637250,DROP,96
latencia,236,278,322 
 mh,89,101,154 
 clonados,8777012,7346422,13654117 
 pkts,64763550,68836596,65859534 
TX,199459680,RX,199459680,CLONE_E2I,29777551,DROP,90
latencia,267,309,321 
 mh,120,145,155 
 clonados,11206605,9090378,13626553 
 pkts,64601447,69058158,65693631 
TX,199353236,RX,199353236,CLONE_E2I,33923536,DROP,94
latencia,237,248,259 
 mh,91,96,99 
 clonados,8937369,6774521,10175734 
 pkts,64702852,68857118,65918133 
TX,199478103,RX,199478103,CLONE_E2I,25887624,DROP,97
latencia,240,246,237 
 mh,95,96,99 
 clonados,9295153,6811795,10166798 
 pkts,64525655,69033849,65889941 
TX,199449445,RX,199449445,CLONE_E2I,26273746,DROP,90
