latencia,198,331,310,321,309,339,306 
 mh,74,140,165,153,165,153,165 
 clonados,2988371,4358752,6455526,4394014,6496396,4376367,6591800 
 pkts,27512638,29481957,28026644,29466602,28214522,29482591,28539772 
TX,200724726,RX,200724726,CLONE_E2I,35661226,DROP,91
latencia,187,307,315,309,325,303,305 
 mh,73,140,165,152,165,153,165 
 clonados,2980632,4384719,6487115,4371600,6461136,4418689,6596445 
 pkts,27458105,29496981,28079070,29464735,28002270,29663088,28566618 
TX,200730867,RX,200730867,CLONE_E2I,35700336,DROP,94
latencia,270,325,311,315,327,308,314 
 mh,128,153,165,153,165,152,165 
 clonados,5255664,4434205,6462626,4368546,6484609,4387310,6589512 
 pkts,27356746,29706345,28016545,29416212,28103576,29491207,28572685 
TX,200663316,RX,200663316,CLONE_E2I,37982472,DROP,101
latencia,198,320,323,321,310,317,333 
 mh,74,140,165,167,167,167,167 
 clonados,2993609,4375016,6467416,4409540,6464238,4390909,6574610 
 pkts,27582181,29494142,28017159,29632263,27990857,29548408,28463810 
TX,200728820,RX,200728820,CLONE_E2I,35675338,DROP,101
latencia,181,327,321,320,323,309,331 
 mh,74,140,165,153,165,153,165 
 clonados,2986614,4358974,6474091,4394887,6466574,4410712,6587229 
 pkts,27500932,29416935,28102256,29563097,27991852,29600804,28548850 
TX,200724726,RX,200724726,CLONE_E2I,35679081,DROP,96
latencia,267,345,312,313,321,330,321 
 mh,102,153,165,153,165,153,165 
 clonados,5107229,4411612,6487855,4379323,6482858,4393597,6587265 
 pkts,27308431,29617938,28109082,29456621,28107733,29520599,28555194 
TX,200675598,RX,200675598,CLONE_E2I,37849739,DROP,93
latencia,200,326,314,323,306,337,312 
 mh,74,140,165,153,165,153,165 
 clonados,2981508,4346883,6456877,4415671,6468292,4386284,6613481 
 pkts,27478581,29430740,28009851,29652397,28008971,29505237,28643043 
TX,200728820,RX,200728820,CLONE_E2I,35668996,DROP,101
latencia,172,321,316,310,323,324,320 
 mh,74,141,165,153,165,153,165 
 clonados,2971816,4393236,6451581,4433814,6467226,4375428,6602083 
 pkts,27374989,29597482,27928354,29736460,28006369,29414914,28670252 
TX,200728820,RX,200728820,CLONE_E2I,35695184,DROP,94
latencia,207,331,332,318,311,301,306 
 mh,74,141,165,153,165,153,165 
 clonados,2987847,4391945,6452039,4393739,6479522,4391622,6588231 
 pkts,27522544,29571839,27929277,29536736,28090034,29508135,28568208 
TX,200726773,RX,200726773,CLONE_E2I,35684945,DROP,89
latencia,188,320,326,331,319,316,305 
 mh,74,140,165,153,165,153,165 
 clonados,2982257,4373559,6490173,4369802,6483734,4387505,6582693 
 pkts,27465745,29543185,28143666,29387374,28146987,29519594,28520222 
TX,200726773,RX,200726773,CLONE_E2I,35669723,DROP,99
