latencia,209,305,316 
 mh,82,109,142 
 clonados,7968104,8872851,13641858 
 pkts,64799081,68863981,65767960 
TX,199431022,RX,199431022,CLONE_E2I,30482813,DROP,97
latencia,227,314,315 
 mh,85,109,142 
 clonados,8368429,8800603,13655619 
 pkts,64708145,68885622,65845443 
TX,199439210,RX,199439210,CLONE_E2I,30824651,DROP,90
latencia,198,264,310 
 mh,84,90,135 
 clonados,8239683,7328051,13656796 
 pkts,64723730,68866683,65842656 
TX,199433069,RX,199433069,CLONE_E2I,29224530,DROP,91
latencia,245,310,317 
 mh,88,127,143 
 clonados,9591182,9067010,13650893 
 pkts,64671580,68855710,65875074 
TX,199402364,RX,199402364,CLONE_E2I,32309085,DROP,99
latencia,224,297,312 
 mh,83,104,141 
 clonados,8054682,8490123,13661063 
 pkts,64718070,68864913,65870556 
TX,199453539,RX,199453539,CLONE_E2I,30205868,DROP,90
latencia,202,292,314 
 mh,84,99,141 
 clonados,8179442,8159716,13655614 
 pkts,64788100,68835112,65832374 
TX,199455586,RX,199455586,CLONE_E2I,29994772,DROP,96
latencia,206,313,313 
 mh,82,110,143 
 clonados,7987270,8930246,13640595 
 pkts,64771320,68918485,65759640 
TX,199449445,RX,199449445,CLONE_E2I,30558111,DROP,99
latencia,205,300,310 
 mh,84,98,140 
 clonados,8308425,8032045,13668260 
 pkts,64728454,68812508,65914623 
TX,199455586,RX,199455586,CLONE_E2I,30008731,DROP,99
latencia,258,319,315 
 mh,96,130,144 
 clonados,10186483,9062937,13634027 
 pkts,64748874,68905465,65729602 
TX,199383941,RX,199383941,CLONE_E2I,32883447,DROP,94
latencia,210,252,246 
 mh,88,89,89 
 clonados,8827125,6726603,10148125 
 pkts,64837845,68823737,65892260 
TX,199553842,RX,199553842,CLONE_E2I,25701853,DROP,96
