latencia,180,329,302,319,310,318,311 
 mh,77,132,164,155,148,154,164 
 clonados,2968992,4361637,6463712,4369722,6442338,4395606,6611417 
 pkts,27358000,29704961,27993018,29449138,27954227,29570495,28692840 
TX,200722679,RX,200722679,CLONE_E2I,35613424,DROP,94
latencia,189,321,314,331,326,316,313 
 mh,77,133,164,155,164,155,164 
 clonados,2988771,4366108,6465937,4385852,6468904,4400101,6578309 
 pkts,27539702,29484399,28013070,29578792,28015386,29567228,28522054 
TX,200720632,RX,200720632,CLONE_E2I,35653982,DROP,96
latencia,176,263,223,286,234,259,265 
 mh,82,100,106,101,106,101,106 
 clonados,3427831,3269714,4802603,3269724,4816598,3236597,4914665 
 pkts,27355984,29653504,28013577,29633977,28117272,29430246,28694161 
TX,200898721,RX,200898721,CLONE_E2I,27737732,DROP,95
latencia,212,273,231,255,228,271,249 
 mh,90,101,106,101,106,101,106 
 clonados,3890415,3274743,4797223,3278318,4793533,3264081,4890159 
 pkts,27394543,29646550,28032111,29717579,27951985,29625263,28518408 
TX,200886439,RX,200886439,CLONE_E2I,28188472,DROP,94
latencia,201,258,241,271,254,246,227 
 mh,80,100,106,101,106,101,106 
 clonados,3317047,3260823,4813781,3242851,4805231,3266490,4910077 
 pkts,27438083,29599880,28080407,29467956,28036707,29602039,28675696 
TX,200900768,RX,200900768,CLONE_E2I,27616300,DROP,100
latencia,187,323,313,309,296,303,304 
 mh,77,133,164,155,164,155,164 
 clonados,2986692,4373704,6432852,4410622,6453844,4379019,6594071 
 pkts,27518687,29579038,27874339,29629976,28009433,29483438,28629815 
TX,200724726,RX,200724726,CLONE_E2I,35630804,DROP,94
latencia,197,300,310,325,313,333,316 
 mh,77,132,164,155,164,155,164 
 clonados,2986779,4355804,6441000,4412065,6447826,4371126,6595281 
 pkts,27538256,29594172,27904688,29686768,27930355,29439960,28632574 
TX,200726773,RX,200726773,CLONE_E2I,35609881,DROP,85
latencia,242,236,247,248,250,256,286 
 mh,91,101,106,101,106,107,107 
 clonados,3928406,3294919,4806860,3275767,4832931,3256581,4921853 
 pkts,27345441,29699569,27959095,29530631,28174457,29378945,28720515 
TX,200808653,RX,200808653,CLONE_E2I,28317317,DROP,90
latencia,188,331,302,323,326,333,330 
 mh,77,133,164,155,164,155,164 
 clonados,2976536,4377169,6446827,4388658,6459129,4390308,6595865 
 pkts,27465141,29599049,27944034,29538184,28017904,29536230,28626231 
TX,200726773,RX,200726773,CLONE_E2I,35634492,DROP,94
latencia,194,308,299,317,321,330,309 
 mh,77,133,164,155,164,155,164 
 clonados,2980489,4387003,6463242,4373217,6435556,4412077,6586398 
 pkts,27467182,29642832,27992823,29504811,27898617,29683340,28535121 
TX,200724726,RX,200724726,CLONE_E2I,35637982,DROP,97
