latencia,184,320,308,319,310,328,309 
 mh,87,93,128,140,145,149,149 
 clonados,2979487,4375490,6465337,4397327,6431616,4428219,6573622 
 pkts,27446314,29641785,28034630,29573215,27857210,29722047,28453619 
TX,200728820,RX,200728820,CLONE_E2I,35651098,DROP,87
latencia,193,308,310,326,316,316,313 
 mh,87,94,128,140,145,149,149 
 clonados,2979957,4381434,6443042,4414223,6438847,4410455,6601064 
 pkts,27472160,29609090,27906295,29649091,27878499,29581929,28629709 
TX,200726773,RX,200726773,CLONE_E2I,35669022,DROP,97
latencia,172,318,323,330,314,327,309 
 mh,87,94,128,140,145,149,149 
 clonados,2979957,4394285,6433760,4423040,6432604,4427962,6575020 
 pkts,27454546,29681215,27849433,29671990,27883181,29729838,28460664 
TX,200730867,RX,200730867,CLONE_E2I,35666628,DROP,95
latencia,164,323,309,318,312,309,301 
 mh,87,94,128,140,145,149,149 
 clonados,2982893,4378073,6503360,4387225,6455850,4403158,6582406 
 pkts,27466861,29507555,28154319,29516740,27966013,29577198,28538087 
TX,200726773,RX,200726773,CLONE_E2I,35692965,DROP,91
latencia,198,292,315,325,311,313,324 
 mh,92,91,91,91,91,91,91 
 clonados,2977555,3870595,6448465,4388235,6473340,4383096,6617156 
 pkts,27441242,29625524,27927840,29497410,28068056,29496825,28680111 
TX,200737008,RX,200737008,CLONE_E2I,35158442,DROP,93
latencia,156,318,328,329,323,322,313 
 mh,87,94,128,140,145,149,149 
 clonados,2978979,4369081,6493787,4369315,6486610,4371997,6609555 
 pkts,27438657,29503482,28158221,29432638,28110009,29447898,28633821 
TX,200724726,RX,200724726,CLONE_E2I,35679324,DROP,97
latencia,166,326,325,309,317,324,317 
 mh,87,94,128,140,145,149,149 
 clonados,2993607,4358645,6474490,4396869,6436464,4415560,6580890 
 pkts,27583027,29475511,28070022,29587883,27862264,29664764,28485349 
TX,200728820,RX,200728820,CLONE_E2I,35656525,DROP,99
latencia,178,323,319,315,324,318,306 
 mh,86,95,128,140,145,149,149 
 clonados,2967293,4401568,6460867,4380081,6508995,4381217,6599569 
 pkts,27336244,29650845,27961690,29469985,28211681,29479665,28616663 
TX,200726773,RX,200726773,CLONE_E2I,35699590,DROP,97
latencia,190,330,308,321,304,308,328 
 mh,87,94,128,140,145,149,149 
 clonados,2968019,4387689,6470806,4384269,6450805,4418603,6602037 
 pkts,27361405,29616137,28051790,29490780,27958778,29619282,28628601 
TX,200726773,RX,200726773,CLONE_E2I,35682228,DROP,93
latencia,207,306,323,312,343,312,328 
 mh,86,94,128,140,145,149,149 
 clonados,2984540,4387227,6450312,4401389,6479060,4379520,6583010 
 pkts,27496157,29655333,27928401,29588432,28065973,29496544,28497980 
TX,200728820,RX,200728820,CLONE_E2I,35665058,DROP,87
