latencia,191,316,319 
 mh,85,94,127 
 clonados,6647831,9054975,13651935 
 pkts,64896667,68892531,65830148 
TX,199619346,RX,199619346,CLONE_E2I,29354741,DROP,90
latencia,192,325,307 
 mh,85,95,128 
 clonados,6823028,9042456,13628465 
 pkts,65068622,68842484,65700052 
TX,199611158,RX,199611158,CLONE_E2I,29493949,DROP,98
latencia,179,317,301 
 mh,85,90,126 
 clonados,6377963,9031570,13655811 
 pkts,65060288,68710344,65850761 
TX,199621393,RX,199621393,CLONE_E2I,29065344,DROP,95
latencia,174,322,308 
 mh,85,91,126 
 clonados,6378626,9026958,13637588 
 pkts,65105018,68746355,65780255 
TX,199631628,RX,199631628,CLONE_E2I,29043172,DROP,91
latencia,185,320,311 
 mh,85,92,127 
 clonados,6581301,9055988,13649453 
 pkts,64921652,68892081,65807660 
TX,199621393,RX,199621393,CLONE_E2I,29286742,DROP,90
latencia,189,312,310 
 mh,85,90,126 
 clonados,6356563,9048044,13659477 
 pkts,64884276,68897880,65847425 
TX,199629581,RX,199629581,CLONE_E2I,29064084,DROP,97
latencia,203,317,316 
 mh,88,100,130 
 clonados,7698547,8941324,13621033 
 pkts,64975146,68937755,65671646 
TX,199584547,RX,199584547,CLONE_E2I,30260904,DROP,96
latencia,180,315,331 
 mh,85,92,128 
 clonados,6492703,9052188,13639752 
 pkts,64958499,68863968,65796879 
TX,199619346,RX,199619346,CLONE_E2I,29184643,DROP,95
latencia,192,322,312 
 mh,85,92,127 
 clonados,6574284,9045809,13653287 
 pkts,64940345,68861411,65819637 
TX,199621393,RX,199621393,CLONE_E2I,29273380,DROP,99
latencia,214,318,313 
 mh,86,97,129 
 clonados,7122406,9015116,13633921 
 pkts,64893521,68970897,65732411 
TX,199596829,RX,199596829,CLONE_E2I,29771443,DROP,102
