latencia,22,25,23,26,25 
 mh,0,0,0,0,0 
 clonados,230569310,263693837,238240788,262988823,244514338 
 pkts,230569314,263693833,238240787,262988818,244514344 
TX,1240007096,RX,1240007096,CLONE_E2I,1240007096,DROP,89
latencia,26,25,25,25,27 
 mh,0,0,0,0,0 
 clonados,232505477,263498709,237760114,263352124,243269367 
 pkts,232505472,263498713,237760103,263352133,243269370 
TX,1240385791,RX,1240385791,CLONE_E2I,1240385791,DROP,92
latencia,24,28,23,25,25 
 mh,0,0,0,0,0 
 clonados,231506685,262604887,238621743,263364916,244381722 
 pkts,231506676,262604891,238621717,263364944,244381725 
TX,1240479953,RX,1240479953,CLONE_E2I,1240479953,DROP,91
latencia,23,28,26,26,28 
 mh,0,0,0,0,0 
 clonados,231814862,262960530,238369099,263200444,243819780 
 pkts,231814851,262960532,238369112,263200436,243819784 
TX,1240164715,RX,1240164715,CLONE_E2I,1240164715,DROP,91
latencia,26,27,28,26,25 
 mh,0,0,0,0,0 
 clonados,230861090,263723165,238314682,263496736,244029011 
 pkts,230861087,263723167,238314681,263496738,244029011 
TX,1240424684,RX,1240424684,CLONE_E2I,1240424684,DROP,93
latencia,27,25,25,27,25 
 mh,0,0,0,0,0 
 clonados,231153423,263214811,238344301,263446433,244079439 
 pkts,231153420,263214806,238344302,263446436,244079443 
TX,1240238407,RX,1240238407,CLONE_E2I,1240238407,DROP,93
latencia,24,25,22,25,26 
 mh,0,0,0,0,0 
 clonados,230619045,263057215,238549895,263254217,244862431 
 pkts,230619044,263057214,238549856,263254254,244862435 
TX,1240342804,RX,1240342804,CLONE_E2I,1240342804,DROP,95
latencia,23,25,25,25,24 
 mh,0,0,0,0,0 
 clonados,231103280,264007914,237927489,263155185,244030209 
 pkts,231103280,264007918,237927480,263155186,244030213 
TX,1240224078,RX,1240224078,CLONE_E2I,1240224078,DROP,98
latencia,26,23,25,26,28 
 mh,0,0,0,0,0 
 clonados,230521274,264168962,238187882,263883553,243718282 
 pkts,230521272,264168960,238187885,263883554,243718282 
TX,1240479953,RX,1240479953,CLONE_E2I,1240479953,DROP,95
latencia,24,27,28,26,29 
 mh,0,0,0,0,0 
 clonados,230942760,263709198,238254460,263371047,244149266 
 pkts,230942760,263709197,238254461,263371045,244149268 
TX,1240426731,RX,1240426731,CLONE_E2I,1240426731,DROP,99
