latencia,159,325,312,326,327,314,317 
 mh,82,110,150,154,157,154,157 
 clonados,2989051,4358879,6465312,4428293,6456795,4383154,6593318 
 pkts,27536296,29399855,28055014,29686604,27974406,29484046,28590552 
TX,200726773,RX,200726773,CLONE_E2I,35674802,DROP,91
latencia,196,326,303,313,301,327,306 
 mh,82,110,151,154,157,154,157 
 clonados,2991140,4361223,6476414,4396237,6463600,4402116,6580747 
 pkts,27549329,29417412,28094334,29523286,28038033,29609453,28494926 
TX,200726773,RX,200726773,CLONE_E2I,35671477,DROP,91
latencia,191,309,330,335,299,312,313 
 mh,82,110,151,154,157,154,157 
 clonados,2989323,4366555,6452910,4396978,6489785,4385971,6601849 
 pkts,27538270,29467482,27930706,29520878,28163779,29513435,28592223 
TX,200726773,RX,200726773,CLONE_E2I,35683371,DROP,94
latencia,185,322,315,329,312,331,317 
 mh,82,111,150,154,157,154,157 
 clonados,2985900,4376599,6453362,4412873,6468492,4408798,6582459 
 pkts,27512514,29491188,27947884,29622126,28022759,29611579,28518723 
TX,200726773,RX,200726773,CLONE_E2I,35688483,DROP,91
latencia,200,278,249,246,237,266,261 
 mh,84,94,99,100,100,100,100 
 clonados,3420379,3299140,4817826,3281459,4831234,3276337,4903956 
 pkts,27429426,29665136,28026055,29497495,28156805,29519257,28547231 
TX,200841405,RX,200841405,CLONE_E2I,27830331,DROP,92
latencia,206,254,252,249,253,272,257 
 mh,84,94,99,100,100,100,100 
 clonados,3351369,3281926,4787076,3285434,4804046,3282135,4881485 
 pkts,27463210,29692157,27895814,29650199,28058090,29699394,28445998 
TX,200904862,RX,200904862,CLONE_E2I,27673471,DROP,96
latencia,190,312,312,310,306,317,315 
 mh,82,110,151,154,157,154,157 
 clonados,2990584,4392873,6442508,4381051,6498750,4386274,6577472 
 pkts,27553812,29615115,27896106,29438822,28210720,29543731,28468467 
TX,200726773,RX,200726773,CLONE_E2I,35669512,DROP,89
latencia,183,318,339,318,315,324,323 
 mh,81,109,151,154,157,154,157 
 clonados,2979023,4323584,6475530,4401474,6461066,4416014,6606431 
 pkts,27436116,29351584,28107361,29538386,28040054,29642928,28608296 
TX,200724726,RX,200724726,CLONE_E2I,35663122,DROP,99
latencia,186,317,335,329,315,330,317 
 mh,82,110,151,154,157,154,157 
 clonados,2993625,4381477,6448533,4404631,6434487,4417467,6580166 
 pkts,27586673,29612071,27915527,29585490,27885949,29577009,28564054 
TX,200726773,RX,200726773,CLONE_E2I,35660386,DROP,94
latencia,205,283,304,318,295,322,317 
 mh,83,95,141,152,157,154,157 
 clonados,3360873,3528524,6455270,4401273,6481291,4373196,6590911 
 pkts,27519272,29618508,27941054,29572267,28061321,29437953,28582539 
TX,200732914,RX,200732914,CLONE_E2I,35191338,DROP,90
