[0]:45360367 [1]:7245839 [2]:146 [3]:378
[0]:45574328 [1]:7277599 [2]:149 [3]:369
[0]:45775149 [1]:7307378 [2]:149 [3]:362
[0]:46039262 [1]:7346576 [2]:149 [3]:368
[0]:46264735 [1]:7379962 [2]:149 [3]:364
[0]:46488542 [1]:7413162 [2]:149 [3]:360
[0]:46693521 [1]:7443469 [2]:149 [3]:356
[0]:46911570 [1]:7476116 [2]:149 [3]:355
[0]:47114959 [1]:7506257 [2]:149 [3]:368
[0]:47339721 [1]:7539558 [2]:149 [3]:365
[0]:47572266 [1]:7573958 [2]:149 [3]:370
[0]:47777077 [1]:7604377 [2]:149 [3]:357
[0]:47989580 [1]:7635887 [2]:149 [3]:82
[0]:48196750 [1]:7666641 [2]:149 [3]:360
[0]:48447247 [1]:7703722 [2]:149 [3]:360
[0]:48659963 [1]:7735180 [2]:149 [3]:361
[0]:48876769 [1]:7767268 [2]:149 [3]:361
[0]:49085611 [1]:7798262 [2]:149 [3]:364
[0]:49294347 [1]:7829241 [2]:149 [3]:362
[0]:49507307 [1]:7860818 [2]:149 [3]:355
[0]:49726543 [1]:7893393 [2]:149 [3]:359
[0]:49932084 [1]:7923848 [2]:149 [3]:72
[0]:50173550 [1]:7959622 [2]:149 [3]:370
[0]:50378151 [1]:7989969 [2]:149 [3]:73
[0]:50611917 [1]:8024515 [2]:149 [3]:370
[0]:50823602 [1]:8055982 [2]:149 [3]:78
[0]:51047202 [1]:8089284 [2]:149 [3]:357
[0]:51261144 [1]:8120978 [2]:149 [3]:367
[0]:51485003 [1]:8154206 [2]:149 [3]:72
[0]:51723001 [1]:8189447 [2]:149 [3]:355
[0]:51934915 [1]:8220876 [2]:149 [3]:357
[0]:52155577 [1]:8253718 [2]:149 [3]:367
[0]:52360458 [1]:8284019 [2]:149 [3]:371
[0]:52565599 [1]:8314352 [2]:149 [3]:358
[0]:52769426 [1]:8344524 [2]:149 [3]:362
[0]:52991286 [1]:8377427 [2]:149 [3]:369
[0]:53199959 [1]:8408452 [2]:149 [3]:360
[0]:53416658 [1]:8440635 [2]:149 [3]:361
[0]:53614239 [1]:8469974 [2]:149 [3]:77
[0]:53830694 [1]:8501959 [2]:149 [3]:359
[0]:54048242 [1]:8534239 [2]:149 [3]:368
[0]:54252051 [1]:8564479 [2]:149 [3]:361
[0]:54453435 [1]:8594340 [2]:149 [3]:368
[0]:54660299 [1]:8624976 [2]:149 [3]:354
[0]:54878930 [1]:8657322 [2]:149 [3]:363
[0]:55079833 [1]:8687121 [2]:149 [3]:358
[0]:55284695 [1]:8717496 [2]:149 [3]:367
[0]:55497698 [1]:8748992 [2]:149 [3]:361
[0]:55718362 [1]:8781743 [2]:149 [3]:77
[0]:55950873 [1]:8816275 [2]:149 [3]:363
[0]:56163538 [1]:8847841 [2]:149 [3]:359
[0]:56376300 [1]:8879535 [2]:149 [3]:371
[0]:56592163 [1]:8911528 [2]:149 [3]:367
[0]:56797981 [1]:8942033 [2]:149 [3]:361
[0]:57002758 [1]:8972445 [2]:149 [3]:357
[0]:57205895 [1]:9002552 [2]:149 [3]:81
[0]:57412796 [1]:9033250 [2]:149 [3]:368
[0]:57617925 [1]:9063696 [2]:149 [3]:363
[0]:57830570 [1]:9095189 [2]:149 [3]:362
[0]:58035583 [1]:9125553 [2]:149 [3]:358
[0]:58248270 [1]:9157110 [2]:149 [3]:369
[0]:58449287 [1]:9186820 [2]:149 [3]:364
[0]:58655389 [1]:9217365 [2]:149 [3]:357
[0]:58855348 [1]:9246970 [2]:149 [3]:365
[0]:59059369 [1]:9277216 [2]:149 [3]:366
[0]:59273180 [1]:9309026 [2]:149 [3]:82
[0]:59497404 [1]:9342194 [2]:149 [3]:362
[0]:59702638 [1]:9372667 [2]:149 [3]:358
[0]:59907661 [1]:9403046 [2]:149 [3]:358
[0]:60116074 [1]:9433976 [2]:149 [3]:365
[0]:60331613 [1]:9465894 [2]:149 [3]:362
[0]:60545891 [1]:9497687 [2]:149 [3]:81
[0]:60758652 [1]:9529370 [2]:149 [3]:91
[0]:60962372 [1]:9559524 [2]:149 [3]:359
