latencia,188,292,318,321,319,325,321 
 mh,94,88,108,124,133,139,142 
 clonados,2872033,3830336,6458919,4408766,6454499,4412329,6577188 
 pkts,27550825,29685792,27966123,29597346,27963136,29641853,28469082 
TX,200874157,RX,200874157,CLONE_E2I,35014070,DROP,98
latencia,202,238,229,281,306,310,322 
 mh,94,87,90,90,104,121,132 
 clonados,2871483,3190954,4818947,3481069,6467479,4370965,6612099 
 pkts,27547736,29621618,28070314,29561686,28027664,29460437,28635877 
TX,200925332,RX,200925332,CLONE_E2I,31812996,DROP,96
latencia,185,277,334,332,317,303,325 
 mh,95,89,104,122,132,139,142 
 clonados,2868021,3445811,6466666,4376044,6498891,4398385,6582548 
 pkts,27515073,29618833,28028570,29480164,28143849,29573562,28505918 
TX,200865969,RX,200865969,CLONE_E2I,34636366,DROP,93
latencia,179,264,312,332,323,306,318 
 mh,94,86,86,86,86,86,86 
 clonados,2877673,3347437,6472251,4399009,6467129,4374173,6605525 
 pkts,27583261,29576920,28051473,29597651,27993070,29407632,28668244 
TX,200878251,RX,200878251,CLONE_E2I,34543197,DROP,91
latencia,172,303,310,325,317,312,310 
 mh,94,92,114,128,136,141,143 
 clonados,2872673,4091258,6438740,4403232,6475968,4404213,6584583 
 pkts,27557667,29643822,27916729,29576268,28058698,29599350,28515482 
TX,200868016,RX,200868016,CLONE_E2I,35270667,DROP,90
latencia,195,247,242,309,322,327,325 
 mh,95,88,90,93,113,128,136 
 clonados,2878587,3227554,4793040,4074307,6462159,4416763,6593102 
 pkts,27611877,29606917,27926846,29545961,28027676,29672156,28542087 
TX,200933520,RX,200933520,CLONE_E2I,32445512,DROP,92
latencia,188,323,305,327,315,322,303 
 mh,93,88,111,126,134,140,143 
 clonados,2870116,4284188,6458296,4395202,6447732,4407345,6590057 
 pkts,27516886,29759840,27955623,29522134,27959868,29623491,28528127 
TX,200865969,RX,200865969,CLONE_E2I,35452936,DROP,96
latencia,204,307,323,319,295,325,311 
 mh,94,94,114,128,136,141,143 
 clonados,2886310,4182674,6460163,4430789,6433477,4437615,6572028 
 pkts,27663446,29423646,28001216,29736748,27849090,29732682,28457094 
TX,200863922,RX,200863922,CLONE_E2I,35403056,DROP,92
latencia,192,314,322,324,315,329,326 
 mh,94,95,114,129,136,141,144 
 clonados,2870695,4322157,6434717,4391558,6475214,4408553,6624838 
 pkts,27534338,29580268,27855443,29557333,28038937,29579667,28719983 
TX,200865969,RX,200865969,CLONE_E2I,35527732,DROP,93
latencia,177,323,314,323,304,338,321 
 mh,94,94,114,128,135,140,143 
 clonados,2877158,4259267,6441636,4404839,6480781,4375249,6596666 
 pkts,27586612,29625154,27910990,29557918,28127749,29383016,28674530 
TX,200865969,RX,200865969,CLONE_E2I,35435596,DROP,94
