latencia,26,26,26 
 mh,6,7,7 
 clonados,182467247,374286600,200170391 
 pkts,390013380,423120525,389048725 
TX,1202182630,RX,1202182630,CLONE_E2I,756924238,DROP,93
latencia,26,25,27 
 mh,6,7,6 
 clonados,183020498,373890150,201152092 
 pkts,390796045,422632850,389144712 
TX,1202573607,RX,1202573607,CLONE_E2I,758062740,DROP,93
latencia,24,25,28 
 mh,6,7,6 
 clonados,182308940,373963901,202051381 
 pkts,389692467,422703686,390259334 
TX,1202655487,RX,1202655487,CLONE_E2I,758324222,DROP,94
latencia,25,25,27 
 mh,6,7,7 
 clonados,182015803,373800628,201627987 
 pkts,388932496,422849573,390736269 
TX,1202518338,RX,1202518338,CLONE_E2I,757444418,DROP,88
latencia,26,24,26 
 mh,6,6,6 
 clonados,183121069,375882210,204017893 
 pkts,389792178,423515217,389053324 
TX,1202360719,RX,1202360719,CLONE_E2I,763021172,DROP,98
latencia,25,25,27 
 mh,6,7,7 
 clonados,182054601,374701761,200300982 
 pkts,389530953,423793411,389087530 
TX,1202411894,RX,1202411894,CLONE_E2I,757057344,DROP,90
latencia,26,25,27 
 mh,6,7,7 
 clonados,182709436,374689435,199709614 
 pkts,390583205,423872001,388222798 
TX,1202678004,RX,1202678004,CLONE_E2I,757108485,DROP,95
latencia,26,26,27 
 mh,6,7,7 
 clonados,182272967,374530519,199664883 
 pkts,389612682,423957154,388131749 
TX,1201701585,RX,1201701585,CLONE_E2I,756468369,DROP,96
latencia,24,27,27 
 mh,6,7,7 
 clonados,182369942,374089716,200199111 
 pkts,389247191,423369991,388533760 
TX,1201150942,RX,1201150942,CLONE_E2I,756658769,DROP,92
latencia,25,25,25 
 mh,6,7,7 
 clonados,182114520,373860061,201416360 
 pkts,389149912,423131145,390374430 
TX,1202655487,RX,1202655487,CLONE_E2I,757390941,DROP,92
