[0]:0 [1]:0 [2]:0 [3]:0
[0]:4123393519 [1]:1 [2]:2 [3]:106
[0]:3901091562 [1]:1 [2]:2 [3]:119
[0]:3683559241 [1]:1 [2]:2 [3]:142
[0]:3471562629 [1]:1 [2]:2 [3]:75
[0]:4255426841 [1]:1 [2]:2 [3]:185
[0]:4043142863 [1]:1 [2]:2 [3]:147
[0]:3831600716 [1]:1 [2]:2 [3]:32
[0]:3615719672 [1]:1 [2]:2 [3]:163
[0]:3406215591 [1]:1 [2]:2 [3]:85
[0]:4181235811 [1]:1 [2]:2 [3]:188
[0]:3959394262 [1]:1 [2]:2 [3]:48
[0]:3743549202 [1]:1 [2]:2 [3]:191
[0]:3529864408 [1]:1 [2]:2 [3]:23
[0]:4291478292 [1]:1 [2]:2 [3]:192
[0]:4072075692 [1]:1 [2]:2 [3]:196
[0]:3823543953 [1]:1 [2]:2 [3]:71
[0]:3617287744 [1]:1 [2]:2 [3]:202
[0]:3398684224 [1]:1 [2]:2 [3]:188
[0]:4166216798 [1]:1 [2]:2 [3]:80
[0]:3955456684 [1]:1 [2]:2 [3]:190
[0]:3743917348 [1]:1 [2]:2 [3]:180
[0]:3499585594 [1]:1 [2]:2 [3]:145
[0]:4291269269 [1]:1 [2]:2 [3]:152
[0]:4082883097 [1]:1 [2]:2 [3]:139
[0]:3863784308 [1]:1 [2]:2 [3]:196
[0]:3649067807 [1]:1 [2]:2 [3]:148
[0]:3431640016 [1]:1 [2]:2 [3]:25
[0]:4222162839 [1]:1 [2]:2 [3]:113
[0]:4017010877 [1]:1 [2]:2 [3]:152
[0]:3795325474 [1]:1 [2]:2 [3]:87
[0]:3563652102 [1]:1 [2]:2 [3]:169
[0]:3336872469 [1]:1 [2]:2 [3]:163
[0]:4127920876 [1]:1 [2]:2 [3]:164
[0]:3920605453 [1]:1 [2]:2 [3]:103
[0]:3702157874 [1]:1 [2]:2 [3]:166
[0]:3484599964 [1]:1 [2]:2 [3]:197
[0]:4269521497 [1]:1 [2]:2 [3]:110
[0]:4065252189 [1]:1 [2]:2 [3]:55
[0]:3847495497 [1]:1 [2]:2 [3]:62
[0]:3623644392 [1]:1 [2]:2 [3]:74
[0]:3375720918 [1]:1 [2]:2 [3]:31
[0]:4167894921 [1]:1 [2]:2 [3]:94
[0]:3932987569 [1]:1 [2]:2 [3]:198
[0]:3710196791 [1]:1 [2]:2 [3]:91
[0]:3503745076 [1]:1 [2]:2 [3]:152
[0]:4258465293 [1]:1 [2]:2 [3]:158
[0]:4040055848 [1]:1 [2]:2 [3]:146
[0]:3835681164 [1]:1 [2]:2 [3]:193
[0]:3623489099 [1]:1 [2]:2 [3]:191
[0]:3397551551 [1]:1 [2]:2 [3]:113
[0]:4187326994 [1]:1 [2]:2 [3]:29
[0]:3973053762 [1]:1 [2]:2 [3]:72
[0]:3753574339 [1]:1 [2]:2 [3]:81
[0]:3540256962 [1]:1 [2]:2 [3]:133
[0]:3318613381 [1]:1 [2]:2 [3]:150
[0]:4103590539 [1]:1 [2]:2 [3]:148
[0]:3861032016 [1]:1 [2]:2 [3]:170
[0]:3643578546 [1]:1 [2]:2 [3]:99
[0]:3433407356 [1]:1 [2]:2 [3]:136
[0]:4206311402 [1]:1 [2]:2 [3]:73
[0]:3995655432 [1]:1 [2]:2 [3]:180
[0]:3786011794 [1]:1 [2]:2 [3]:198
[0]:3573037783 [1]:1 [2]:2 [3]:192
[0]:3322956162 [1]:1 [2]:2 [3]:197
[0]:4121203323 [1]:1 [2]:2 [3]:195
[0]:3908865614 [1]:1 [2]:2 [3]:193
[0]:3663473013 [1]:1 [2]:2 [3]:148
[0]:3447789543 [1]:1 [2]:2 [3]:139
[0]:4223735863 [1]:1 [2]:2 [3]:47
[0]:4013020732 [1]:1 [2]:2 [3]:73
[0]:3792963079 [1]:1 [2]:2 [3]:82
[0]:3526567674 [1]:1 [2]:2 [3]:196
[0]:4233262422 [1]:1 [2]:2 [3]:191
[0]:4028119103 [1]:1 [2]:2 [3]:105
[0]:3807455529 [1]:1 [2]:2 [3]:183
[0]:3583653622 [1]:1 [2]:2 [3]:82
[0]:3370454129 [1]:1 [2]:2 [3]:111
[0]:4160302808 [1]:1 [2]:2 [3]:193
[0]:3947736909 [1]:1 [2]:2 [3]:152
[0]:3712703936 [1]:1 [2]:2 [3]:34
[0]:3492995938 [1]:1 [2]:2 [3]:196
[0]:4271572806 [1]:1 [2]:2 [3]:68
[0]:4044446703 [1]:1 [2]:2 [3]:89
[0]:3839963947 [1]:1 [2]:2 [3]:173
[0]:3627977564 [1]:1 [2]:2 [3]:136
[0]:3415434507 [1]:1 [2]:2 [3]:149
[0]:4199478237 [1]:1 [2]:2 [3]:34
[0]:3926982611 [1]:1 [2]:2 [3]:101
[0]:3715740668 [1]:1 [2]:2 [3]:104
[0]:3500017434 [1]:1 [2]:2 [3]:56
[0]:4282072047 [1]:1 [2]:2 [3]:161
[0]:4061540806 [1]:1 [2]:2 [3]:111
[0]:3843592858 [1]:1 [2]:2 [3]:100
[0]:3627688259 [1]:1 [2]:2 [3]:191
[0]:3363776164 [1]:1 [2]:2 [3]:183
[0]:4147704127 [1]:1 [2]:2 [3]:114
[0]:3937510521 [1]:1 [2]:2 [3]:111
[0]:3715825129 [1]:1 [2]:2 [3]:190
[0]:3489244393 [1]:1 [2]:2 [3]:117
[0]:4252117578 [1]:1 [2]:2 [3]:34
[0]:4029650809 [1]:1 [2]:2 [3]:70
