latencia,157,190,185,268,331,322,314,337,316,309,316,329,334 
 mh,87,107,98,92,95,102,107,114,118,121,124,128,131 
 clonados,1204889,1144648,1694217,1933266,3414884,2357528,3438088,2362184,3467307,2354710,3442718,2341703,3971389 
 pkts,14859537,15632220,15092052,15835488,14823256,15774943,14935942,15796481,15065915,15808260,14917298,15708708,17244298 
TX,201494398,RX,201494398,CLONE_E2I,33127531,DROP,97
latencia,178,174,198,216,271,302,325,309,311,318,294,313,300 
 mh,85,107,98,92,92,93,98,104,110,115,119,123,126 
 clonados,1202318,1148869,1694413,1632939,2564391,2316396,3457027,2338906,3461379,2349052,3432218,2360352,3966400 
 pkts,14852736,15723736,15025041,15805274,14962865,15734444,15003263,15707177,15032324,15764948,14889693,15852221,17169334 
TX,201523056,RX,201523056,CLONE_E2I,31924660,DROP,93
latencia,184,194,180,226,237,325,315,313,315,279,308,298,316 
 mh,86,107,97,90,89,90,95,102,107,112,116,121,124 
 clonados,1202086,1152486,1688906,1415158,2578796,2226075,3468442,2325385,3462118,2342725,3443740,2354154,3985478 
 pkts,14836961,15788078,14986210,15748719,15080326,15635408,15017129,15670404,15010266,15690553,14981791,15791003,17288255 
TX,201525103,RX,201525103,CLONE_E2I,31645549,DROP,96
latencia,180,228,163,214,218,217,280,269,257,260,259,277,263 
 mh,86,107,99,92,91,91,91,91,91,91,91,91,91 
 clonados,1180488,1159379,1693312,1410053,2587474,1756072,2543179,1758723,2555818,1779263,2554397,1759645,2987344 
 pkts,14657036,15731928,15076809,15801094,15063503,15775633,14822069,15763097,14924523,15913984,14890630,15789578,17401193 
TX,201611077,RX,201611077,CLONE_E2I,25725147,DROP,96
latencia,186,185,179,275,234,306,300,333,311,314,328,329,306 
 mh,85,107,99,93,92,92,96,104,109,114,117,122,126 
 clonados,1178897,1164416,1679006,1593608,2586866,2212585,3437693,2358415,3452815,2352148,3448305,2336414,4018311 
 pkts,14643061,15801015,14961629,15761375,15084852,15698556,14925121,15766858,15009823,15745025,14982666,15691476,17437270 
TX,201508727,RX,201508727,CLONE_E2I,31819479,DROP,97
latencia,155,186,179,230,247,257,252,306,308,295,298,329,320 
 mh,84,107,99,92,91,91,91,92,98,104,109,114,119 
 clonados,1182375,1156012,1692228,1499739,2567065,1752005,2569278,2344402,3456292,2314404,3460977,2349429,4003425 
 pkts,14683276,15732814,15071896,15803285,15021648,15763349,14946419,15785678,14986535,15597871,15021722,15716120,17410866 
TX,201541479,RX,201541479,CLONE_E2I,30347631,DROP,98
latencia,196,197,204,238,263,257,231,208,239,274,273,269,255 
 mh,85,107,98,91,90,90,90,90,90,90,90,90,90 
 clonados,1182800,1163594,1690309,1494633,2549773,1767319,2557161,1751731,2566413,1761672,2582391,1758299,2966131 
 pkts,14670771,15796952,15061338,15859292,14865237,15828000,14908965,15727562,14972131,15789370,15076281,15795231,17257900 
TX,201609030,RX,201609030,CLONE_E2I,25792226,DROP,99
latencia,198,183,198,253,222,263,307,318,303,321,331,325,309 
 mh,84,107,98,92,91,91,94,100,106,112,117,121,124 
 clonados,1193017,1148945,1695107,1569058,2563517,2030792,3435303,2362833,3448020,2342658,3444669,2348415,3985540 
 pkts,14775070,15592337,15165332,15889087,14898355,15743489,14939890,15841256,14948034,15720355,14960409,15681597,17365798 
TX,201521009,RX,201521009,CLONE_E2I,31567874,DROP,95
latencia,189,201,175,231,319,340,303,311,311,315,311,341,292 
 mh,85,107,98,91,91,98,104,110,115,119,122,125,128 
 clonados,1183560,1162889,1685951,1464505,3444864,2334092,3461115,2346823,3458589,2333794,3426980,2375947,3995678 
 pkts,14675879,15853387,14949806,15851386,14937671,15711631,15002133,15774517,14987044,15697179,14869095,15871651,17329395 
TX,201510774,RX,201510774,CLONE_E2I,32674787,DROP,99
latencia,182,204,264,226,222,288,327,325,311,324,329,318,318 
 mh,86,107,102,100,99,99,102,108,113,117,121,124,127 
 clonados,1203649,1164752,2564965,1761172,2558357,2055801,3439919,2384053,3446174,2325789,3461773,2341156,3982228 
 pkts,14861029,15771185,14929676,15831688,14884795,15732281,14914603,15943838,14919131,15650057,15037768,15722904,17279067 
TX,201478022,RX,201478022,CLONE_E2I,32689788,DROP,93
