latencia,23,24,27,26,26 
 mh,5,7,7,7,7 
 clonados,93057267,223369920,119332332,223606502,122670711 
 pkts,248974092,252803924,231257405,253197534,236884344 
TX,1223117299,RX,1223117299,CLONE_E2I,782036732,DROP,93
latencia,24,25,26,24,27 
 mh,5,7,7,7,7 
 clonados,93020237,224829981,117968969,223753484,122445583 
 pkts,248940458,254133544,229808034,253173072,237088802 
TX,1223143910,RX,1223143910,CLONE_E2I,782018254,DROP,94
latencia,24,24,24,25,23 
 mh,5,7,7,7,7 
 clonados,92776377,224012284,118648799,223707708,121691385 
 pkts,248397208,253864196,230355542,253642600,235332738 
TX,1221592284,RX,1221592284,CLONE_E2I,780836554,DROP,93
latencia,21,26,23,24,24 
 mh,5,7,7,7,7 
 clonados,92876359,224502485,118339223,224822703,121558158 
 pkts,248693485,253776429,230354155,254461070,236122834 
TX,1223407973,RX,1223407973,CLONE_E2I,782098928,DROP,95
latencia,24,25,23,26,25 
 mh,5,7,7,7,7 
 clonados,92634592,224792399,118542601,224687763,121563103 
 pkts,248098370,254330241,230729876,254050835,236133147 
TX,1223342469,RX,1223342469,CLONE_E2I,782220458,DROP,103
latencia,21,26,24,25,27 
 mh,5,7,7,7,7 
 clonados,93121497,224580640,118345479,223638607,122597600 
 pkts,249068407,253952480,230210270,253316727,236608308 
TX,1223156192,RX,1223156192,CLONE_E2I,782283823,DROP,92
latencia,24,25,27,25,28 
 mh,5,7,7,7,7 
 clonados,93709735,224266421,118607231,224566835,121046343 
 pkts,250206477,253760604,230409438,253967223,235015103 
TX,1223358845,RX,1223358845,CLONE_E2I,782196565,DROP,94
latencia,24,25,24,25,27 
 mh,5,7,7,7,7 
 clonados,93550428,224753391,117972697,224535308,121264716 
 pkts,249811048,253909960,229961057,254189261,235155905 
TX,1223027231,RX,1223027231,CLONE_E2I,782076540,DROP,93
latencia,22,23,22,24,25 
 mh,5,7,7,7,7 
 clonados,93091596,224836712,118235924,224448391,121569034 
 pkts,248998865,254727788,229614126,253816812,235712021 
TX,1222869612,RX,1222869612,CLONE_E2I,782181657,DROP,96
latencia,22,24,26,25,28 
 mh,5,7,7,7,7 
 clonados,93331834,224623398,117935468,224504451,121846063 
 pkts,249451907,253938274,229462649,254258340,235989753 
TX,1223100923,RX,1223100923,CLONE_E2I,782241214,DROP,93
