latencia,197,321,312,312,313 
 mh,83,107,138,147,149 
 clonados,4846170,6146148,9025926,6172452,9183326 
 pkts,38749915,41359820,39079839,41488658,39751726 
TX,200429958,RX,200429958,CLONE_E2I,35374022,DROP,97
latencia,189,320,320,311,318 
 mh,82,100,136,146,149 
 clonados,4503597,6132084,9038203,6161543,9208313 
 pkts,38652273,41330163,39166932,41380734,39912138 
TX,200442240,RX,200442240,CLONE_E2I,35043740,DROP,96
latencia,208,239,224,255,237 
 mh,86,89,90,90,90 
 clonados,5059919,4606246,6746081,4595329,6835155 
 pkts,38670799,41428900,39266127,41425033,39743496 
TX,200534355,RX,200534355,CLONE_E2I,27842730,DROP,94
latencia,186,321,309,319,329 
 mh,82,104,137,147,149 
 clonados,4624888,6136439,9066883,6129917,9210536 
 pkts,38704635,41282771,39294057,41286331,39868305 
TX,200436099,RX,200436099,CLONE_E2I,35168663,DROP,98
latencia,198,317,315,331,314 
 mh,79,95,137,147,149 
 clonados,4541676,6126687,9071997,6126953,9197799 
 pkts,38808421,41265421,39269495,41265054,39831802 
TX,200440193,RX,200440193,CLONE_E2I,35065112,DROP,95
latencia,189,327,297,316,321 
 mh,82,98,136,147,149 
 clonados,4251738,6150377,9036129,6161662,9170017 
 pkts,38733173,41463040,39122283,41421737,39710195 
TX,200450428,RX,200450428,CLONE_E2I,34769923,DROP,96
latencia,192,304,314,314,320 
 mh,86,105,138,147,149 
 clonados,5143356,5931039,9040016,6151617,9197798 
 pkts,38770230,41283020,39152321,41356470,39857682 
TX,200419723,RX,200419723,CLONE_E2I,35463826,DROP,96
latencia,189,328,318,322,322 
 mh,84,103,137,147,149 
 clonados,4622330,6152004,9060111,6146583,9176635 
 pkts,38663268,41416857,39255891,41360770,39739313 
TX,200436099,RX,200436099,CLONE_E2I,35157663,DROP,96
latencia,197,325,318,321,325 
 mh,83,103,137,147,149 
 clonados,4682355,6132884,9040898,6162828,9167751 
 pkts,38658518,41482752,39158207,41426105,39706423 
TX,200432005,RX,200432005,CLONE_E2I,35186716,DROP,93
latencia,215,316,308,315,319 
 mh,84,106,138,147,149 
 clonados,4891494,6111081,9058412,6155420,9207291 
 pkts,38590838,41298990,39269316,41380538,39886182 
TX,200425864,RX,200425864,CLONE_E2I,35423698,DROP,99
