latencia,24,26,26 
 mh,6,7,7 
 clonados,171193474,373934677,201138756 
 pkts,401579585,423079500,390567029 
TX,1215226114,RX,1215226114,CLONE_E2I,746266907,DROP,90
latencia,25,26,26 
 mh,6,7,7 
 clonados,171715069,374079976,200874260 
 pkts,402191896,423095774,389741932 
TX,1215029602,RX,1215029602,CLONE_E2I,746669305,DROP,95
latencia,25,26,27 
 mh,6,7,7 
 clonados,171609842,374488460,200719912 
 pkts,402118870,423897220,389353314 
TX,1215369404,RX,1215369404,CLONE_E2I,746818214,DROP,98
latencia,24,25,28 
 mh,6,7,7 
 clonados,171714011,373954099,200639246 
 pkts,402473515,423135510,389389871 
TX,1214998897,RX,1214998897,CLONE_E2I,746307357,DROP,97
latencia,24,25,27 
 mh,6,7,7 
 clonados,172033035,374030125,200084720 
 pkts,403079480,423096611,388771631 
TX,1214947722,RX,1214947722,CLONE_E2I,746147880,DROP,99
latencia,24,27,26 
 mh,6,7,7 
 clonados,171347420,373875214,201510929 
 pkts,401760559,423005668,390719856 
TX,1215486083,RX,1215486083,CLONE_E2I,746733563,DROP,94
latencia,24,25,27 
 mh,6,7,7 
 clonados,171921126,374288667,200470752 
 pkts,402717222,423018648,389156583 
TX,1214892453,RX,1214892453,CLONE_E2I,746680545,DROP,92
latencia,23,24,27 
 mh,6,7,7 
 clonados,171974340,373778482,200622657 
 pkts,403020088,422767198,389215705 
TX,1215002991,RX,1215002991,CLONE_E2I,746375479,DROP,91
latencia,24,26,27 
 mh,6,7,7 
 clonados,171780464,374771028,200121433 
 pkts,402479409,424023542,388569638 
TX,1215072589,RX,1215072589,CLONE_E2I,746672925,DROP,97
latencia,23,25,26 
 mh,6,7,7 
 clonados,171624849,373921702,200561751 
 pkts,402339606,422753854,389819463 
TX,1214912923,RX,1214912923,CLONE_E2I,746108302,DROP,98
