## int_classico resultado de 10 execuções

latencia, 24, 25, 24, 25, 26, 24, 25, 25, 24, 26, 25, 25, 25 
mh, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
clonados, 83831981, 100257386, 90916566, 100201484, 90859746, 100211918, 90795303, 100323091, 91006592, 100263383, 90655142, 100286500, 107479275 
pkts, 83831969, 100257386, 90916575, 100201482, 90859748, 100211917, 90795302, 100323091, 91006592, 100263384, 90655137, 100286506, 107479268 
TX, 1247186743, RX, 1247186743,CLONE_E2I, 1247186743, DROP, 96

