[0]:0 [1]:0 [2]:0 [3]:0
[0]:3806800622 [1]:1 [2]:2 [3]:35
[0]:3592336668 [1]:1 [2]:2 [3]:183
[0]:3381081807 [1]:1 [2]:2 [3]:46
[0]:4176078863 [1]:1 [2]:2 [3]:33
[0]:3910558158 [1]:1 [2]:2 [3]:198
[0]:3705965617 [1]:1 [2]:2 [3]:63
[0]:3484311891 [1]:1 [2]:2 [3]:66
[0]:4262873376 [1]:1 [2]:2 [3]:192
[0]:4056357338 [1]:1 [2]:2 [3]:53
[0]:3786499612 [1]:1 [2]:2 [3]:167
[0]:3585770762 [1]:1 [2]:2 [3]:102
[0]:3296553829 [1]:1 [2]:2 [3]:120
[0]:4080630032 [1]:1 [2]:2 [3]:88
[0]:3873451799 [1]:1 [2]:2 [3]:119
[0]:3652664452 [1]:1 [2]:2 [3]:195
[0]:3420488464 [1]:1 [2]:2 [3]:93
[0]:4213678748 [1]:1 [2]:2 [3]:33
[0]:4004386231 [1]:1 [2]:2 [3]:78
[0]:3796512077 [1]:1 [2]:2 [3]:184
[0]:3595586052 [1]:1 [2]:2 [3]:190
[0]:3384350893 [1]:1 [2]:2 [3]:54
[0]:4178973019 [1]:1 [2]:2 [3]:76
[0]:3976705346 [1]:1 [2]:2 [3]:115
[0]:3760683867 [1]:1 [2]:2 [3]:148
[0]:3544502974 [1]:1 [2]:2 [3]:41
[0]:3339951246 [1]:1 [2]:2 [3]:35
[0]:4117207456 [1]:1 [2]:2 [3]:103
[0]:3904895834 [1]:1 [2]:2 [3]:195
[0]:3703742619 [1]:1 [2]:2 [3]:186
[0]:3489674854 [1]:1 [2]:2 [3]:109
[0]:4284376066 [1]:1 [2]:2 [3]:173
[0]:4069745124 [1]:1 [2]:2 [3]:70
[0]:3854005348 [1]:1 [2]:2 [3]:60
[0]:3644610747 [1]:1 [2]:2 [3]:113
[0]:3432433869 [1]:1 [2]:2 [3]:59
[0]:4220621391 [1]:1 [2]:2 [3]:39
[0]:4012723078 [1]:1 [2]:2 [3]:160
[0]:3804801982 [1]:1 [2]:2 [3]:34
[0]:3596821782 [1]:1 [2]:2 [3]:180
[0]:3344361306 [1]:1 [2]:2 [3]:135
[0]:4144561187 [1]:1 [2]:2 [3]:196
[0]:3937435698 [1]:1 [2]:2 [3]:147
[0]:3720373292 [1]:1 [2]:2 [3]:192
[0]:3516723727 [1]:1 [2]:2 [3]:104
[0]:3305118106 [1]:1 [2]:2 [3]:190
[0]:4092450306 [1]:1 [2]:2 [3]:199
[0]:3884791671 [1]:1 [2]:2 [3]:97
[0]:3672483737 [1]:1 [2]:2 [3]:72
[0]:3464573463 [1]:1 [2]:2 [3]:198
[0]:4262544302 [1]:1 [2]:2 [3]:159
[0]:4052634777 [1]:1 [2]:2 [3]:26
[0]:3822133879 [1]:1 [2]:2 [3]:104
[0]:3581588273 [1]:1 [2]:2 [3]:198
[0]:3380675828 [1]:1 [2]:2 [3]:110
[0]:4168694626 [1]:1 [2]:2 [3]:149
[0]:3964645094 [1]:1 [2]:2 [3]:97
[0]:3726022437 [1]:1 [2]:2 [3]:25
[0]:3508714854 [1]:1 [2]:2 [3]:25
[0]:4288775117 [1]:1 [2]:2 [3]:152
[0]:4084806718 [1]:1 [2]:2 [3]:70
[0]:3877358391 [1]:1 [2]:2 [3]:31
[0]:3651216099 [1]:1 [2]:2 [3]:193
[0]:3367474368 [1]:1 [2]:2 [3]:96
[0]:4152707021 [1]:1 [2]:2 [3]:151
[0]:3880600819 [1]:1 [2]:2 [3]:94
[0]:3676824031 [1]:1 [2]:2 [3]:185
[0]:3472704673 [1]:1 [2]:2 [3]:155
[0]:4236761404 [1]:1 [2]:2 [3]:140
[0]:4032376078 [1]:1 [2]:2 [3]:45
[0]:3825628577 [1]:1 [2]:2 [3]:193
[0]:3604963233 [1]:1 [2]:2 [3]:26
[0]:3384696098 [1]:1 [2]:2 [3]:74
[0]:4164768802 [1]:1 [2]:2 [3]:201
[0]:3953162614 [1]:1 [2]:2 [3]:172
[0]:3744882989 [1]:1 [2]:2 [3]:166
[0]:3529664608 [1]:1 [2]:2 [3]:156
[0]:4268619529 [1]:1 [2]:2 [3]:124
[0]:4056500941 [1]:1 [2]:2 [3]:130
[0]:3847613196 [1]:1 [2]:2 [3]:101
[0]:3632679559 [1]:1 [2]:2 [3]:141
[0]:3422420072 [1]:1 [2]:2 [3]:146
[0]:4214788447 [1]:1 [2]:2 [3]:206
[0]:3996738311 [1]:1 [2]:2 [3]:121
[0]:3782922482 [1]:1 [2]:2 [3]:113
[0]:3564726407 [1]:1 [2]:2 [3]:132
[0]:3360742391 [1]:1 [2]:2 [3]:211
[0]:4148621518 [1]:1 [2]:2 [3]:206
[0]:3936925804 [1]:1 [2]:2 [3]:149
[0]:3680740726 [1]:1 [2]:2 [3]:171
[0]:3464878124 [1]:1 [2]:2 [3]:208
[0]:4252771011 [1]:1 [2]:2 [3]:85
[0]:4053130039 [1]:1 [2]:2 [3]:160
[0]:3842828364 [1]:1 [2]:2 [3]:211
[0]:3635127542 [1]:1 [2]:2 [3]:169
[0]:3429077139 [1]:1 [2]:2 [3]:122
[0]:4216691186 [1]:1 [2]:2 [3]:130
[0]:4008771923 [1]:1 [2]:2 [3]:107
[0]:3792694542 [1]:1 [2]:2 [3]:137
[0]:3584858257 [1]:1 [2]:2 [3]:70
[0]:3387102152 [1]:1 [2]:2 [3]:198
[0]:4172628808 [1]:1 [2]:2 [3]:205
[0]:3968788168 [1]:1 [2]:2 [3]:92
[0]:3757427249 [1]:1 [2]:2 [3]:172
[0]:3476819837 [1]:1 [2]:2 [3]:176
[0]:4260677761 [1]:1 [2]:2 [3]:210
[0]:4053212323 [1]:1 [2]:2 [3]:206
[0]:3844857696 [1]:1 [2]:2 [3]:199
[0]:3628893444 [1]:1 [2]:2 [3]:157
[0]:3416881426 [1]:1 [2]:2 [3]:97
[0]:4206352716 [1]:1 [2]:2 [3]:141
[0]:4005092652 [1]:1 [2]:2 [3]:73
[0]:3803459488 [1]:1 [2]:2 [3]:75
[0]:3557123619 [1]:1 [2]:2 [3]:203
[0]:3353067396 [1]:1 [2]:2 [3]:45
[0]:4144865038 [1]:1 [2]:2 [3]:192
[0]:3865075814 [1]:1 [2]:2 [3]:49
[0]:3652842159 [1]:1 [2]:2 [3]:50
[0]:3440763909 [1]:1 [2]:2 [3]:198
[0]:4221051502 [1]:1 [2]:2 [3]:160
[0]:4002849708 [1]:1 [2]:2 [3]:51
[0]:3794058634 [1]:1 [2]:2 [3]:169
[0]:3579259702 [1]:1 [2]:2 [3]:89
[0]:3368653848 [1]:1 [2]:2 [3]:182
[0]:4163966992 [1]:1 [2]:2 [3]:37
[0]:3949095972 [1]:1 [2]:2 [3]:192
[0]:3737456343 [1]:1 [2]:2 [3]:50
[0]:3524757473 [1]:1 [2]:2 [3]:72
[0]:3306704628 [1]:1 [2]:2 [3]:214
[0]:4098977024 [1]:1 [2]:2 [3]:115
[0]:3860673354 [1]:1 [2]:2 [3]:198
[0]:3648688306 [1]:1 [2]:2 [3]:185
[0]:3440962298 [1]:1 [2]:2 [3]:191
[0]:4233152553 [1]:1 [2]:2 [3]:90
[0]:4016785111 [1]:1 [2]:2 [3]:136
[0]:3812897547 [1]:1 [2]:2 [3]:101
[0]:3603905891 [1]:1 [2]:2 [3]:197
[0]:3381898712 [1]:1 [2]:2 [3]:138
[0]:4177685959 [1]:1 [2]:2 [3]:193
[0]:3965985803 [1]:1 [2]:2 [3]:68
[0]:3739963271 [1]:1 [2]:2 [3]:197
[0]:3524506948 [1]:1 [2]:2 [3]:86
[0]:3312782972 [1]:1 [2]:2 [3]:56
[0]:4103469473 [1]:1 [2]:2 [3]:62
[0]:3884880236 [1]:1 [2]:2 [3]:206
[0]:3664908088 [1]:1 [2]:2 [3]:200
[0]:3451733378 [1]:1 [2]:2 [3]:207
[0]:4197427369 [1]:1 [2]:2 [3]:29
[0]:3969019543 [1]:1 [2]:2 [3]:108
[0]:3760904543 [1]:1 [2]:2 [3]:118
[0]:3533055508 [1]:1 [2]:2 [3]:155
[0]:3308744709 [1]:1 [2]:2 [3]:52
[0]:4086009987 [1]:1 [2]:2 [3]:33
[0]:3876684931 [1]:1 [2]:2 [3]:61
[0]:3656857004 [1]:1 [2]:2 [3]:76
[0]:3444699731 [1]:1 [2]:2 [3]:198
[0]:4233495652 [1]:1 [2]:2 [3]:111
[0]:4025574781 [1]:1 [2]:2 [3]:134
[0]:3813050872 [1]:1 [2]:2 [3]:35
[0]:3600118862 [1]:1 [2]:2 [3]:28
[0]:3388910797 [1]:1 [2]:2 [3]:199
[0]:4176745628 [1]:1 [2]:2 [3]:203
[0]:3969026952 [1]:1 [2]:2 [3]:130
[0]:3759451749 [1]:1 [2]:2 [3]:93
[0]:3541778748 [1]:1 [2]:2 [3]:160
[0]:3320936037 [1]:1 [2]:2 [3]:185
[0]:4073005094 [1]:1 [2]:2 [3]:193
[0]:3820964781 [1]:1 [2]:2 [3]:195
[0]:3609058223 [1]:1 [2]:2 [3]:144
[0]:3400763829 [1]:1 [2]:2 [3]:195
[0]:4189156506 [1]:1 [2]:2 [3]:38
[0]:3960865432 [1]:1 [2]:2 [3]:199
[0]:3744698389 [1]:1 [2]:2 [3]:58
[0]:3509527324 [1]:1 [2]:2 [3]:191
[0]:3314174867 [1]:1 [2]:2 [3]:113
[0]:4096823784 [1]:1 [2]:2 [3]:27
[0]:3881038636 [1]:1 [2]:2 [3]:145
[0]:3672777732 [1]:1 [2]:2 [3]:105
[0]:3461242906 [1]:1 [2]:2 [3]:78
[0]:4243153378 [1]:1 [2]:2 [3]:144
[0]:4032864386 [1]:1 [2]:2 [3]:151
[0]:3825932334 [1]:1 [2]:2 [3]:34
[0]:3580988608 [1]:1 [2]:2 [3]:191
[0]:3368579604 [1]:1 [2]:2 [3]:30
[0]:4120882118 [1]:1 [2]:2 [3]:62
[0]:3905381977 [1]:1 [2]:2 [3]:85
[0]:3701937923 [1]:1 [2]:2 [3]:185
[0]:3481082419 [1]:1 [2]:2 [3]:188
[0]:4264570837 [1]:1 [2]:2 [3]:173
[0]:4049271168 [1]:1 [2]:2 [3]:76
[0]:3825495689 [1]:1 [2]:2 [3]:199
[0]:3617222661 [1]:1 [2]:2 [3]:111
[0]:3400759297 [1]:1 [2]:2 [3]:161
[0]:4192908669 [1]:1 [2]:2 [3]:137
[0]:3978631909 [1]:1 [2]:2 [3]:195
[0]:3776888597 [1]:1 [2]:2 [3]:33
[0]:3565709322 [1]:1 [2]:2 [3]:196
[0]:3356790191 [1]:1 [2]:2 [3]:68
[0]:4136989853 [1]:1 [2]:2 [3]:132
[0]:3933269704 [1]:1 [2]:2 [3]:97
[0]:3720857798 [1]:1 [2]:2 [3]:117
[0]:3509461288 [1]:1 [2]:2 [3]:39
[0]:4291421833 [1]:1 [2]:2 [3]:116
[0]:4088422262 [1]:1 [2]:2 [3]:189
[0]:3881046028 [1]:1 [2]:2 [3]:81
[0]:3668953522 [1]:1 [2]:2 [3]:123
[0]:3461118381 [1]:1 [2]:2 [3]:66
[0]:4252846328 [1]:1 [2]:2 [3]:103
[0]:4040906974 [1]:1 [2]:2 [3]:129
[0]:3829156172 [1]:1 [2]:2 [3]:161
[0]:3615709318 [1]:1 [2]:2 [3]:55
[0]:3401028669 [1]:1 [2]:2 [3]:187
[0]:4178690664 [1]:1 [2]:2 [3]:165
[0]:3964707794 [1]:1 [2]:2 [3]:112
[0]:3753675927 [1]:1 [2]:2 [3]:171
[0]:3540816081 [1]:1 [2]:2 [3]:194
[0]:3323557199 [1]:1 [2]:2 [3]:94
[0]:4112220694 [1]:1 [2]:2 [3]:43
[0]:3894746928 [1]:1 [2]:2 [3]:94
[0]:3676995678 [1]:1 [2]:2 [3]:162
[0]:3465615642 [1]:1 [2]:2 [3]:34
[0]:4240944439 [1]:1 [2]:2 [3]:174
[0]:4029159717 [1]:1 [2]:2 [3]:186
[0]:3800883202 [1]:1 [2]:2 [3]:199
[0]:3595337337 [1]:1 [2]:2 [3]:161
[0]:3377189747 [1]:1 [2]:2 [3]:165
[0]:4163257127 [1]:1 [2]:2 [3]:201
[0]:3944833247 [1]:1 [2]:2 [3]:97
[0]:3741154671 [1]:1 [2]:2 [3]:166
[0]:3533201512 [1]:1 [2]:2 [3]:45
[0]:3325269592 [1]:1 [2]:2 [3]:138
[0]:4114326051 [1]:1 [2]:2 [3]:190
[0]:3909208507 [1]:1 [2]:2 [3]:163
[0]:3689241054 [1]:1 [2]:2 [3]:164
[0]:3484922104 [1]:1 [2]:2 [3]:170
[0]:4253732261 [1]:1 [2]:2 [3]:188
[0]:3994180959 [1]:1 [2]:2 [3]:160
[0]:3780000116 [1]:1 [2]:2 [3]:85
[0]:3557137659 [1]:1 [2]:2 [3]:207
[0]:3353202063 [1]:1 [2]:2 [3]:147
[0]:4137059686 [1]:1 [2]:2 [3]:105
[0]:3921066377 [1]:1 [2]:2 [3]:93
[0]:3701481961 [1]:1 [2]:2 [3]:111
[0]:3437117474 [1]:1 [2]:2 [3]:199
[0]:4229102131 [1]:1 [2]:2 [3]:147
[0]:3995222478 [1]:1 [2]:2 [3]:205
[0]:3787439443 [1]:1 [2]:2 [3]:204
[0]:3570015654 [1]:1 [2]:2 [3]:186
[0]:3343208672 [1]:1 [2]:2 [3]:199
[0]:4128963382 [1]:1 [2]:2 [3]:201
[0]:3917113833 [1]:1 [2]:2 [3]:81
[0]:3708981406 [1]:1 [2]:2 [3]:179
[0]:3496772049 [1]:1 [2]:2 [3]:61
[0]:4284713439 [1]:1 [2]:2 [3]:44
[0]:4077015709 [1]:1 [2]:2 [3]:210
[0]:3850229581 [1]:1 [2]:2 [3]:211
[0]:3633272036 [1]:1 [2]:2 [3]:103
[0]:3424984662 [1]:1 [2]:2 [3]:95
[0]:4209183944 [1]:1 [2]:2 [3]:158
[0]:4004932747 [1]:1 [2]:2 [3]:96
[0]:3797236169 [1]:1 [2]:2 [3]:156
[0]:3585028912 [1]:1 [2]:2 [3]:220
[0]:3380398588 [1]:1 [2]:2 [3]:176
[0]:4174366997 [1]:1 [2]:2 [3]:50
[0]:3923318356 [1]:1 [2]:2 [3]:207
[0]:3716925696 [1]:1 [2]:2 [3]:100
[0]:3502073509 [1]:1 [2]:2 [3]:152
[0]:4270430783 [1]:1 [2]:2 [3]:143
[0]:4065136078 [1]:1 [2]:2 [3]:207
[0]:3825310004 [1]:1 [2]:2 [3]:43
[0]:3613314889 [1]:1 [2]:2 [3]:97
[0]:3394347361 [1]:1 [2]:2 [3]:185
[0]:4186767196 [1]:1 [2]:2 [3]:175
[0]:3976961359 [1]:1 [2]:2 [3]:119
[0]:3758872107 [1]:1 [2]:2 [3]:218
[0]:3557347498 [1]:1 [2]:2 [3]:106
[0]:3345145246 [1]:1 [2]:2 [3]:114
[0]:4113192204 [1]:1 [2]:2 [3]:145
[0]:3908978814 [1]:1 [2]:2 [3]:85
[0]:3700571013 [1]:1 [2]:2 [3]:195
[0]:3490382434 [1]:1 [2]:2 [3]:59
[0]:4279415181 [1]:1 [2]:2 [3]:203
[0]:4073107682 [1]:1 [2]:2 [3]:202
