latencia,187,325,316,329,318 
 mh,79,118,155,152,158 
 clonados,4243719,6136049,9036543,6182322,9193333 
 pkts,38661966,41368609,39119825,41502051,39800024 
TX,200452475,RX,200452475,CLONE_E2I,34791966,DROP,97
latencia,201,312,314,320,325 
 mh,81,125,156,152,158 
 clonados,4736132,6150396,9048272,6155992,9158318 
 pkts,38807960,41398498,39164197,41421236,39644208 
TX,200436099,RX,200436099,CLONE_E2I,35249110,DROP,93
latencia,206,257,254,257,251 
 mh,83,95,100,100,100 
 clonados,4928366,4571005,6749924,4572767,6816723 
 pkts,38658849,41384092,39398724,41438476,39732000 
TX,200612141,RX,200612141,CLONE_E2I,27638785,DROP,92
latencia,194,238,250,258,260 
 mh,86,98,100,100,100 
 clonados,5178634,4588221,6745886,4587907,6839396 
 pkts,38811165,41360071,39229149,41312136,39815693 
TX,200528214,RX,200528214,CLONE_E2I,27940044,DROP,94
latencia,205,320,313,318,322 
 mh,80,117,155,153,158 
 clonados,4258837,6126591,9067666,6120842,9192066 
 pkts,38782096,41360453,39283363,41229335,39793134 
TX,200448381,RX,200448381,CLONE_E2I,34766002,DROP,104
latencia,196,315,304,319,325 
 mh,80,118,155,153,158 
 clonados,4257974,6134243,9050286,6153978,9155351 
 pkts,38797410,41394636,39215154,41419729,39627593 
TX,200454522,RX,200454522,CLONE_E2I,34751832,DROP,97
latencia,194,260,257,272,266 
 mh,81,95,100,100,100 
 clonados,4682850,4589304,6724368,4615580,6841697 
 pkts,38735383,41411842,39092816,41525129,39787608 
TX,200552778,RX,200552778,CLONE_E2I,27453799,DROP,94
latencia,203,260,248,269,259 
 mh,83,96,100,100,100 
 clonados,4910974,4589167,6741683,4558105,6846905 
 pkts,38562495,41464386,39339642,41306076,39927260 
TX,200599859,RX,200599859,CLONE_E2I,27646834,DROP,93
latencia,171,315,320,304,321 
 mh,80,118,155,152,158 
 clonados,4223908,6154681,9052955,6148443,9219337 
 pkts,38473450,41496700,39185826,41365100,39929352 
TX,200450428,RX,200450428,CLONE_E2I,34799324,DROP,94
latencia,189,316,309,317,320 
 mh,80,118,155,153,158 
 clonados,4255342,6119306,9062820,6137315,9188842 
 pkts,38766446,41300180,39275465,41319901,39788436 
TX,200450428,RX,200450428,CLONE_E2I,34763625,DROP,96
