latencia,218,279,237,254,259 
 mh,96,100,105,100,105 
 clonados,5993973,4576655,6730881,4569680,6845338 
 pkts,38555009,41397900,39289646,41425458,39905235 
TX,200573248,RX,200573248,CLONE_E2I,28716527,DROP,99
latencia,184,330,318,320,321 
 mh,75,138,164,153,164 
 clonados,4247826,6081391,9073266,6136279,9208208 
 pkts,38694754,41241305,39335639,41313377,39867400 
TX,200452475,RX,200452475,CLONE_E2I,34746970,DROP,93
latencia,187,243,260,259,251 
 mh,87,100,105,100,105 
 clonados,5316272,4595800,6706143,4575815,6838270 
 pkts,38619609,41570773,39085965,41415185,39904233 
TX,200595765,RX,200595765,CLONE_E2I,28032300,DROP,85
latencia,156,319,307,313,313 
 mh,75,139,164,153,164 
 clonados,4245420,6152753,9052498,6137100,9180100 
 pkts,38676271,41496994,39195789,41310256,39773165 
TX,200452475,RX,200452475,CLONE_E2I,34767871,DROP,97
latencia,187,256,240,262,264 
 mh,79,101,106,101,106 
 clonados,4711325,4590162,6738434,4603983,6854977 
 pkts,38667642,41359858,39201652,41417911,39893433 
TX,200540496,RX,200540496,CLONE_E2I,27498881,DROP,99
latencia,189,276,250,256,253 
 mh,78,101,105,101,106 
 clonados,4620170,4583515,6761756,4577421,6854188 
 pkts,38729829,41335768,39337561,41240697,39906876 
TX,200550731,RX,200550731,CLONE_E2I,27397050,DROP,101
latencia,152,317,320,312,312 
 mh,75,139,164,153,164 
 clonados,4248621,6100284,9082832,6131227,9198743 
 pkts,38701286,41258720,39352745,41314723,39825001 
TX,200452475,RX,200452475,CLONE_E2I,34761707,DROP,96
latencia,248,251,230,242,244 
 mh,96,101,105,101,106 
 clonados,6000641,4596606,6752791,4593651,6843014 
 pkts,38625779,41386488,39292234,41375822,39815139 
TX,200495462,RX,200495462,CLONE_E2I,28786703,DROP,95
latencia,215,263,239,260,257 
 mh,92,101,105,101,105 
 clonados,5698185,4569149,6731270,4574695,6814869 
 pkts,38739498,41416609,39262808,41422070,39744545 
TX,200585530,RX,200585530,CLONE_E2I,28388168,DROP,99
latencia,205,255,242,267,247 
 mh,87,101,105,101,106 
 clonados,5326832,4589951,6736036,4608231,6842825 
 pkts,38670147,41369541,39208280,41478184,39802062 
TX,200528214,RX,200528214,CLONE_E2I,28103875,DROP,96
