latencia,204,270,252,255,252 
 mh,78,101,107,101,106 
 clonados,4615093,4602406,6753723,4612991,6830749 
 pkts,38593808,41409391,39295025,41537868,39716686 
TX,200552778,RX,200552778,CLONE_E2I,27414962,DROP,94
latencia,215,273,246,243,249 
 mh,93,101,106,101,106 
 clonados,5679977,4579561,6761730,4594610,6834591 
 pkts,38704064,41325210,39337253,41374032,39767185 
TX,200507744,RX,200507744,CLONE_E2I,28450469,DROP,94
latencia,166,313,317,326,312 
 mh,75,125,131,131,131 
 clonados,4243659,6125073,9045993,6147075,9206404 
 pkts,38664719,41387283,39170515,41331098,39898860 
TX,200452475,RX,200452475,CLONE_E2I,34768204,DROP,92
latencia,188,325,331,322,319 
 mh,75,140,164,152,164 
 clonados,4242717,6127754,9065924,6134844,9190041 
 pkts,38635853,41484709,39253743,41267168,39806908 
TX,200448381,RX,200448381,CLONE_E2I,34761280,DROP,94
latencia,206,258,259,251,256 
 mh,89,100,105,100,105 
 clonados,5488226,4572341,6730901,4564159,6829498 
 pkts,38695993,41434966,39236139,41338471,39888149 
TX,200593718,RX,200593718,CLONE_E2I,28185125,DROP,97
latencia,184,318,321,331,307 
 mh,75,88,89,89,89 
 clonados,4237050,6127182,9055517,6150213,9210279 
 pkts,38595209,41327476,39263333,41352767,39913690 
TX,200452475,RX,200452475,CLONE_E2I,34780241,DROP,99
latencia,227,255,236,243,248 
 mh,85,100,105,101,105 
 clonados,5164270,4587908,6715457,4604679,6834615 
 pkts,38512675,41522074,39128550,41594917,39833455 
TX,200591671,RX,200591671,CLONE_E2I,27906929,DROP,92
latencia,179,313,321,324,302 
 mh,75,141,164,152,164 
 clonados,4256920,6121675,9080492,6135130,9182827 
 pkts,38769981,41286243,39333946,41295203,39765055 
TX,200450428,RX,200450428,CLONE_E2I,34777044,DROP,94
latencia,230,254,249,250,255 
 mh,93,101,107,101,106 
 clonados,5692585,4589642,6770331,4584645,6851138 
 pkts,38610240,41328959,39379640,41349713,39831004 
TX,200499556,RX,200499556,CLONE_E2I,28488341,DROP,89
latencia,181,318,313,331,315 
 mh,75,141,164,152,164 
 clonados,4240445,6149145,9031023,6158009,9193718 
 pkts,38628119,41505842,39093833,41404694,39819987 
TX,200452475,RX,200452475,CLONE_E2I,34772340,DROP,90
