latencia,242,266,263 
 mh,95,96,101 
 clonados,9236657,6738688,10151397 
 pkts,64749187,68845130,65947243 
TX,199541560,RX,199541560,CLONE_E2I,26126742,DROP,95
latencia,253,267,251 
 mh,96,96,101 
 clonados,9374683,6751371,10166204 
 pkts,64552217,68985684,65995471 
TX,199533372,RX,199533372,CLONE_E2I,26292258,DROP,97
latencia,231,247,253 
 mh,95,97,101 
 clonados,9319279,6784817,10157245 
 pkts,64788042,68865841,65797609 
TX,199451492,RX,199451492,CLONE_E2I,26261341,DROP,95
latencia,299,318,308 
 mh,144,146,160 
 clonados,12464606,9061294,13648325 
 pkts,64631091,68869413,65817933 
TX,199318437,RX,199318437,CLONE_E2I,35174225,DROP,97
latencia,224,253,260 
 mh,93,96,97 
 clonados,9018892,6783847,10474932 
 pkts,64657926,68882351,65919403 
TX,199459680,RX,199459680,CLONE_E2I,26277671,DROP,100
latencia,236,251,252 
 mh,93,96,101 
 clonados,8944631,6757869,10152277 
 pkts,64614515,69028108,65909172 
TX,199551795,RX,199551795,CLONE_E2I,25854777,DROP,96
latencia,297,319,314 
 mh,140,146,160 
 clonados,12152656,9054301,13627732 
 pkts,64778326,68818691,65731655 
TX,199328672,RX,199328672,CLONE_E2I,34834689,DROP,96
latencia,240,258,259 
 mh,98,97,101 
 clonados,9518920,6772057,10140571 
 pkts,64627447,69058614,65841170 
TX,199527231,RX,199527231,CLONE_E2I,26431548,DROP,90
latencia,230,267,254 
 mh,97,96,101 
 clonados,9437343,6727274,10150508 
 pkts,64784547,68842870,65912096 
TX,199539513,RX,199539513,CLONE_E2I,26315125,DROP,93
latencia,241,266,250 
 mh,97,97,101 
 clonados,9462774,6799915,10180104 
 pkts,64527311,68993842,65918057 
TX,199439210,RX,199439210,CLONE_E2I,26442793,DROP,95
