latencia,325,308,319,326,336,316,310,339,315,341,326,310,319 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3433739,2549624,3652687,2516188,3627518,2546645,3648627,2535789,3628817,2539994,3655977,2534186,4237676 
 pkts,14057305,15837532,15016631,15704429,14901009,15780375,15038268,15779200,14915995,15805092,15020886,15795397,17391939 
TX,201044058,RX,201044058,CLONE_E2I,41107467,DROP,94
latencia,322,343,322,329,311,348,319,339,340,321,295,297,316 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3494213,2509237,3631398,2560126,3624896,2549523,3617781,2533747,3645749,2539952,3674134,2524114,4206942 
 pkts,14303509,15690760,14912686,15898644,14876371,15883224,14820286,15788601,14959761,15822308,15077226,15777459,17231176 
TX,201042011,RX,201042011,CLONE_E2I,41111812,DROP,94
latencia,296,324,330,330,314,321,335,344,321,336,336,302,336 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3455237,2548694,3626593,2549170,3669328,2522040,3638505,2533704,3616152,2554200,3658457,2534355,4203689 
 pkts,14139818,15880836,14860934,15824107,15092991,15769843,14907431,15836323,14799869,15884313,15000043,15803806,17241697 
TX,201042011,RX,201042011,CLONE_E2I,41110124,DROP,89
latencia,307,316,344,322,306,324,327,320,327,317,331,340,312 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3427932,2563785,3641330,2513689,3633975,2551698,3629565,2528000,3658695,2536686,3619186,2547108,4256865 
 pkts,14031200,15912526,14945311,15749081,14882967,15856718,14904733,15742335,15039856,15824636,14841918,15810123,17502654 
TX,201044058,RX,201044058,CLONE_E2I,41108514,DROP,93
latencia,325,312,327,317,335,329,331,321,327,348,327,336,306 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3450337,2551945,3652234,2547622,3612699,2557102,3639730,2510011,3662857,2531258,3650768,2515557,4230680 
 pkts,14119689,15850736,15001156,15862002,14810801,15922051,14902579,15663290,15067022,15798388,14969177,15742598,17332522 
TX,201042011,RX,201042011,CLONE_E2I,41112800,DROP,94
latencia,333,321,323,320,327,322,310,321,307,328,339,344,325 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3465757,2552727,3619611,2540090,3656391,2500456,3649801,2535734,3674927,2513828,3665835,2526483,4199703 
 pkts,14181813,15888406,14842533,15826538,15005063,15682675,14978472,15846935,15040506,15679172,15077024,15802238,17194730 
TX,201046105,RX,201046105,CLONE_E2I,41101343,DROP,85
latencia,329,304,335,328,327,323,327,332,326,325,319,313,330 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3477513,2486270,3683689,2510711,3673805,2514772,3668071,2498062,3646062,2543697,3634658,2537897,4231897 
 pkts,14235172,15574764,15138079,15707930,15074278,15709932,15060466,15646575,14965804,15878074,14875088,15806643,17371253 
TX,201044058,RX,201044058,CLONE_E2I,41107104,DROP,94
latencia,286,344,323,328,336,335,327,329,315,328,315,318,332 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3445405,2531560,3654636,2532281,3668661,2505447,3650752,2529182,3632195,2552396,3660054,2519069,4228312 
 pkts,14102207,15751722,15037047,15789590,15054663,15682238,14975334,15773250,14912487,15855330,15031496,15710461,17368233 
TX,201044058,RX,201044058,CLONE_E2I,41109950,DROP,95
latencia,324,316,343,340,331,333,334,332,336,336,335,333,339 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3463398,2551150,3654968,2511245,3630285,2567860,3648445,2531237,3658679,2500023,3650005,2555280,4183818 
 pkts,14175143,15870359,14996941,15669174,14934156,15930056,14979831,15807106,14997624,15672269,14960750,15895930,17154719 
TX,201044058,RX,201044058,CLONE_E2I,41106393,DROP,98
latencia,334,335,322,336,326,344,307,324,316,325,314,335,312 
 mh,0,0,0,0,0,0,0,0,0,0,0,0,0 
 clonados,3468398,2550537,3639970,2518118,3641841,2534757,3669062,2508210,3647412,2547563,3620416,2536689,4227442 
 pkts,14193831,15856311,14943391,15768756,14905125,15782252,15078619,15688343,14967316,15857186,14850313,15759173,17391395 
TX,201042011,RX,201042011,CLONE_E2I,41110415,DROP,90
