latencia,24,26,28,27,21,24,26,25,20,27,21,29,25 
 mh,5,7,7,7,7,7,7,7,7,7,7,6,6 
 clonados,31302150,85282511,45408191,85091864,45471630,85148250,45691384,85067137,45879479,85319093,45800706,85457262,55149854 
 pkts,94722535,96593702,88098614,96037159,88378081,96776825,87808892,96046845,88707043,96828182,87477895,96549356,104064738 
TX,1218089867,RX,1218089867,CLONE_E2I,826069511,DROP,93
latencia,20,27,24,22,22,24,24,27,26,27,21,21,28 
 mh,5,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,30981054,85704364,44933627,85089496,45716077,85193795,45861395,84824448,45583157,84910710,45738604,84757047,54740716 
 pkts,94118049,96845617,87702917,96197177,88608773,96511581,88389798,95803504,88345021,96324704,87927256,96269636,105027411 
TX,1218071444,RX,1218071444,CLONE_E2I,824034490,DROP,97
latencia,20,25,24,22,27,26,26,20,29,25,26,25,28 
 mh,5,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,30787627,84321822,46367204,85190619,45306161,85514309,45145898,85639990,45157667,85098386,45323699,85715408,53672306 
 pkts,93797024,95665130,89118748,96626772,87742536,96778491,87765601,96997301,87818812,96374553,87616434,97364523,103846932 
TX,1217840133,RX,1217840133,CLONE_E2I,823410149,DROP,96
latencia,23,23,25,27,26,24,28,23,26,23,29,24,26 
 mh,5,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,30793114,85318944,45231697,86017041,45137698,85571155,45209276,85599641,44741621,85867044,45432938,85077571,53943296 
 pkts,93859967,97102275,87280773,97528733,87937500,96718859,88006873,96601139,87114013,97653866,87860017,96175733,104229649 
TX,1218069397,RX,1218069397,CLONE_E2I,823941036,DROP,89
latencia,22,25,25,27,25,24,30,24,30,24,27,25,28 
 mh,4,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,30869176,85264695,45514827,85183284,45203995,84880227,46367148,85433436,44996200,85007253,45571401,85575704,53538253 
 pkts,93940999,96829384,87996607,96760662,87574255,96638765,88748324,96669972,87647813,96026351,88238226,97042083,103459229 
TX,1217905637,RX,1217905637,CLONE_E2I,823578188,DROP,95
latencia,20,28,28,28,22,24,23,25,23,25,27,22,27 
 mh,5,7,7,7,7,7,7,7,7,7,7,6,6 
 clonados,31222764,85462064,45208935,84624227,45815595,85894208,44990016,84678970,46173067,85242735,45760814,85104446,54575767 
 pkts,94593475,97047941,87729223,96161611,88164810,97347749,87414934,96069142,88788748,96470285,88493499,96293365,103336996 
TX,1217911778,RX,1217911778,CLONE_E2I,824753608,DROP,92
latencia,20,24,25,26,30,30,24,22,26,23,28,26,23 
 mh,5,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,30954681,84763026,45448881,84695585,46200116,85082792,45454302,85130658,46161964,85463111,44800197,85099779,54389481 
 pkts,94070424,96179670,87546785,96558283,88565040,96314340,88019899,96682624,88789003,96684450,87161517,96504096,104715521 
TX,1218040739,RX,1218040739,CLONE_E2I,823772885,DROP,96
latencia,20,25,25,27,26,24,28,24,26,23,26,26,22 
 mh,4,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,31351872,84642499,45646990,85587417,45468921,84897977,45333004,85119072,45808475,85253394,45824401,84599016,54157084 
 pkts,94847809,95627423,88368257,97060343,88319493,96517978,87198351,96338971,88714928,96545900,88582880,95684559,104270693 
TX,1218077585,RX,1218077585,CLONE_E2I,823690122,DROP,94
latencia,22,23,24,25,25,25,24,22,24,26,22,22,24 
 mh,4,6,6,6,6,6,6,6,6,6,6,6,6 
 clonados,27741447,79829796,40945619,80017145,40866343,80607560,40498614,79482599,41215494,81125287,40209778,80491753,48209614 
 pkts,95395100,98618783,90319984,99127707,90114842,99486835,90217681,98530670,90104635,100461116,89530819,99474761,106826492 
TX,1248209425,RX,1248209425,CLONE_E2I,761241049,DROP,87
latencia,21,27,26,25,25,24,26,26,23,27,26,25,24 
 mh,4,7,7,7,7,7,7,7,7,7,7,7,7 
 clonados,30170218,85357702,45171732,85050317,45447446,85022692,45688325,85526593,45514254,84594212,46120157,84757086,54434536 
 pkts,92587182,97341398,87238511,97085458,87483444,96532579,87980651,97241531,87998618,95681670,88780914,96143471,104561260 
TX,1216853479,RX,1216853479,CLONE_E2I,822957439,DROP,95
