latencia,239,251,249,273,266,321,312 
 mh,91,101,105,101,109,153,163 
 clonados,3942764,3288514,4804415,3290182,5587282,4414900,6609939 
 pkts,27363660,29576398,27958384,29609056,27985131,29609178,28661812 
TX,200763619,RX,200763619,CLONE_E2I,31937996,DROP,92
latencia,218,259,255,282,266,255,257 
 mh,88,101,105,101,105,101,105 
 clonados,3841942,3277339,4806876,3261000,4782927,3280294,4901575 
 pkts,27507080,29656122,28055972,29545040,27872632,29688260,28565427 
TX,200890533,RX,200890533,CLONE_E2I,28151953,DROP,92
latencia,208,324,315,323,304,329,322 
 mh,76,75,75,75,75,75,75 
 clonados,2981605,4338933,6447540,4411239,6472009,4412637,6590106 
 pkts,27490858,29444850,27955219,29558544,28098122,29649909,28533365 
TX,200730867,RX,200730867,CLONE_E2I,35654069,DROP,93
latencia,189,323,310,311,330,319,319 
 mh,76,135,163,153,163,166,166 
 clonados,2970677,4368453,6445778,4417971,6463139,4403014,6606595 
 pkts,27378615,29543378,27955717,29660448,27991348,29602901,28596413 
TX,200728820,RX,200728820,CLONE_E2I,35675627,DROP,91
latencia,235,236,263,247,250,246,264 
 mh,96,101,101,101,101,101,101 
 clonados,4233343,3298825,4797483,3266108,4816916,3268072,4881925 
 pkts,27407645,29790525,27960222,29584263,28093210,29562990,28477349 
TX,200876204,RX,200876204,CLONE_E2I,28562672,DROP,102
latencia,198,251,262,252,273,246,248 
 mh,80,100,105,101,105,100,105 
 clonados,3429767,3245865,4806049,3283531,4802235,3274194,4908118 
 pkts,27499706,29441907,28015514,29675434,28016188,29654649,28601464 
TX,200904862,RX,200904862,CLONE_E2I,27749759,DROP,93
latencia,201,330,301,329,302,325,301 
 mh,75,134,163,153,163,153,163 
 clonados,2990100,4345960,6486516,4372921,6443648,4446510,6577167 
 pkts,27544889,29400124,28141947,29434573,27940620,29791104,28475563 
TX,200728820,RX,200728820,CLONE_E2I,35662822,DROP,94
latencia,235,253,270,263,263,255,248 
 mh,90,101,105,101,105,101,105 
 clonados,3911240,3266582,4816629,3305394,4791079,3302388,4906930 
 pkts,27532873,29468092,28002500,29708061,27877732,29675585,28551998 
TX,200816841,RX,200816841,CLONE_E2I,28300242,DROP,91
latencia,180,316,318,323,310,324,324 
 mh,75,75,75,75,75,75,75 
 clonados,2970532,4393299,6437084,4428619,6462310,4391246,6585534 
 pkts,27364467,29731461,27867053,29703532,27999676,29505049,28555535 
TX,200726773,RX,200726773,CLONE_E2I,35668624,DROP,92
latencia,200,336,314,339,328,314,320 
 mh,76,136,163,154,163,154,163 
 clonados,3013100,4383254,6452595,4411223,6460273,4370125,6587135 
 pkts,27609008,29593761,27946381,29632198,27968041,29414795,28562589 
TX,200726773,RX,200726773,CLONE_E2I,35677705,DROP,94
