latencia,170,202,181,308,323 
 mh,92,103,93,87,95 
 clonados,3509226,3042781,4434814,5532530,9203212 
 pkts,39491503,41527749,39330492,41430463,39843152 
TX,201623359,RX,201623359,CLONE_E2I,25722563,DROP,101
latencia,161,224,263,259,251 
 mh,91,102,99,99,99 
 clonados,3532473,3659110,6751244,4599688,6829285 
 pkts,39701457,41447646,39285645,41418996,39710252 
TX,201563996,RX,201563996,CLONE_E2I,25371800,DROP,94
latencia,174,186,247,268,264 
 mh,91,103,98,98,98 
 clonados,3524450,3071769,6744628,4583853,6840304 
 pkts,39601184,41303153,39345170,41499001,39878945 
TX,201627453,RX,201627453,CLONE_E2I,24765004,DROP,94
latencia,193,203,177,289,310 
 mh,92,103,93,87,95 
 clonados,3508218,3057170,4425361,5518196,9221532 
 pkts,39496664,41559808,39243241,41320956,39988361 
TX,201609030,RX,201609030,CLONE_E2I,25730477,DROP,92
latencia,189,202,181,323,330 
 mh,92,101,91,87,95 
 clonados,3539304,3015333,4449698,5940110,9180874 
 pkts,39776506,41327488,39469140,41280686,39775680 
TX,201629500,RX,201629500,CLONE_E2I,26125319,DROP,90
latencia,199,199,194,264,312 
 mh,92,102,92,87,92 
 clonados,3539712,3033353,4427657,4866171,9193234 
 pkts,39736018,41459929,39275335,41289044,39873267 
TX,201633594,RX,201633594,CLONE_E2I,25060127,DROP,98
latencia,195,185,210,302,322 
 mh,91,102,92,88,96 
 clonados,3525133,3025304,4440680,5929982,9195740 
 pkts,39618016,41419641,39403575,41331385,39856883 
TX,201629500,RX,201629500,CLONE_E2I,26116839,DROP,91
latencia,194,223,238,251,257 
 mh,91,101,97,97,97 
 clonados,3538543,3605406,6743812,4578423,6851621 
 pkts,39765859,41422573,39212192,41318389,39847030 
TX,201566043,RX,201566043,CLONE_E2I,25317805,DROP,95
latencia,167,219,184,271,320 
 mh,92,103,93,87,94 
 clonados,3525529,3043145,4433570,5130877,9193947 
 pkts,39621689,41525503,39295605,41340452,39848298 
TX,201631547,RX,201631547,CLONE_E2I,25327068,DROP,89
latencia,175,199,188,319,317 
 mh,91,101,91,87,95 
 clonados,3541199,3029279,4429780,5784750,9182194 
 pkts,39776263,41430746,39262875,41350647,39796687 
TX,201617218,RX,201617218,CLONE_E2I,25967202,DROP,93
