[0]:14685410 [1]:1538837 [2]:81 [3]:71
[0]:14901403 [1]:1562600 [2]:79 [3]:85
[0]:15111105 [1]:1586129 [2]:79 [3]:361
[0]:15319603 [1]:1609118 [2]:79 [3]:76
[0]:15537106 [1]:1634614 [2]:79 [3]:366
[0]:15744348 [1]:1665469 [2]:79 [3]:360
[0]:15954771 [1]:1696631 [2]:79 [3]:361
[0]:16181905 [1]:1730345 [2]:79 [3]:370
[0]:16395967 [1]:1762166 [2]:79 [3]:365
[0]:16603493 [1]:1793099 [2]:79 [3]:358
[0]:16820211 [1]:1825290 [2]:79 [3]:355
[0]:17034394 [1]:1856990 [2]:79 [3]:359
[0]:17243203 [1]:1887954 [2]:79 [3]:356
[0]:17454695 [1]:1919382 [2]:79 [3]:367
[0]:17672388 [1]:1951700 [2]:79 [3]:362
[0]:17878519 [1]:1982217 [2]:79 [3]:87
[0]:18106370 [1]:2016071 [2]:79 [3]:373
[0]:18315047 [1]:2047122 [2]:90 [3]:76
[0]:18529973 [1]:2079005 [2]:90 [3]:365
[0]:18732895 [1]:2109123 [2]:90 [3]:83
[0]:18956068 [1]:2142089 [2]:90 [3]:367
[0]:19162308 [1]:2172843 [2]:90 [3]:365
[0]:19375258 [1]:2204438 [2]:90 [3]:78
[0]:19594427 [1]:2237056 [2]:90 [3]:369
[0]:19795588 [1]:2266955 [2]:90 [3]:74
[0]:20005666 [1]:2297981 [2]:90 [3]:366
[0]:20218959 [1]:2329655 [2]:90 [3]:361
[0]:20435529 [1]:2361772 [2]:90 [3]:359
[0]:20644333 [1]:2392718 [2]:90 [3]:357
[0]:20845085 [1]:2422530 [2]:90 [3]:363
[0]:21059387 [1]:2454350 [2]:90 [3]:360
[0]:21270871 [1]:2485710 [2]:90 [3]:360
[0]:21470252 [1]:2515308 [2]:90 [3]:370
[0]:21757441 [1]:2557908 [2]:102 [3]:75
[0]:21958839 [1]:2587733 [2]:102 [3]:76
[0]:22167836 [1]:2618731 [2]:102 [3]:353
[0]:22372493 [1]:2649156 [2]:102 [3]:363
[0]:22583125 [1]:2680420 [2]:102 [3]:84
[0]:22787766 [1]:2710758 [2]:102 [3]:370
[0]:22991465 [1]:2741137 [2]:102 [3]:366
[0]:23201605 [1]:2772376 [2]:102 [3]:359
[0]:23409532 [1]:2803345 [2]:102 [3]:364
[0]:23616070 [1]:2833936 [2]:102 [3]:357
[0]:23824057 [1]:2864750 [2]:102 [3]:361
[0]:24037111 [1]:2896327 [2]:102 [3]:76
[0]:24249994 [1]:2927873 [2]:102 [3]:371
[0]:24455448 [1]:2958302 [2]:102 [3]:365
[0]:24662521 [1]:2989039 [2]:102 [3]:366
[0]:24864807 [1]:3018957 [2]:102 [3]:367
[0]:25072365 [1]:3049744 [2]:102 [3]:85
[0]:25281396 [1]:3080903 [2]:102 [3]:362
[0]:25490549 [1]:3111988 [2]:111 [3]:368
[0]:25692251 [1]:3141979 [2]:111 [3]:81
[0]:25897323 [1]:3172366 [2]:111 [3]:361
[0]:26104700 [1]:3203260 [2]:111 [3]:355
[0]:26320205 [1]:3235292 [2]:111 [3]:367
[0]:26531995 [1]:3266637 [2]:111 [3]:368
[0]:26735141 [1]:3296805 [2]:111 [3]:369
[0]:26936639 [1]:3326699 [2]:111 [3]:359
[0]:27152919 [1]:3358829 [2]:111 [3]:368
[0]:27410417 [1]:3397173 [2]:111 [3]:364
[0]:27622954 [1]:3428740 [2]:111 [3]:358
[0]:27836433 [1]:3460378 [2]:111 [3]:82
[0]:28041954 [1]:3490901 [2]:111 [3]:359
[0]:28244354 [1]:3520946 [2]:111 [3]:363
[0]:28494113 [1]:3557955 [2]:111 [3]:370
[0]:28702884 [1]:3588939 [2]:111 [3]:365
[0]:28910379 [1]:3619740 [2]:111 [3]:365
[0]:29131629 [1]:3652579 [2]:118 [3]:80
[0]:29337269 [1]:3683131 [2]:118 [3]:358
[0]:29550458 [1]:3714710 [2]:118 [3]:84
[0]:29755244 [1]:3745126 [2]:118 [3]:373
[0]:29958435 [1]:3775359 [2]:118 [3]:362
[0]:30182920 [1]:3808732 [2]:118 [3]:367
