latencia,204,315,320,328,319 
 mh,76,126,160,152,161 
 clonados,4260846,6118550,9028620,6178370,9178547 
 pkts,38802877,41289002,39112796,41494409,39751344 
TX,200450428,RX,200450428,CLONE_E2I,34764933,DROP,101
latencia,188,268,264,245,270 
 mh,78,96,102,99,103 
 clonados,4580097,4572583,6723266,4562331,6842986 
 pkts,38707922,41431591,39199130,41324481,39957205 
TX,200620329,RX,200620329,CLONE_E2I,27281263,DROP,95
latencia,200,323,306,330,322 
 mh,80,141,160,152,161 
 clonados,5020643,6154832,9052238,6183277,9191109 
 pkts,38514128,41411170,39183287,41534332,39784994 
TX,200427911,RX,200427911,CLONE_E2I,35602099,DROP,98
latencia,190,324,305,305,300 
 mh,76,126,160,152,161 
 clonados,4246310,6112114,9063206,6157737,9197985 
 pkts,38673011,41223081,39323571,41413749,39817016 
TX,200450428,RX,200450428,CLONE_E2I,34777352,DROP,96
latencia,179,320,318,320,322 
 mh,76,126,160,152,161 
 clonados,4240463,6118524,9063102,6173201,9175811 
 pkts,38642628,41291228,39315785,41476978,39727903 
TX,200454522,RX,200454522,CLONE_E2I,34771101,DROP,93
latencia,227,251,239,252,254 
 mh,87,99,103,99,103 
 clonados,5417923,4583446,6726336,4571984,6818280 
 pkts,38719958,41480228,39210766,41427307,39751365 
TX,200589624,RX,200589624,CLONE_E2I,28117969,DROP,89
latencia,187,260,254,248,268 
 mh,77,96,103,99,103 
 clonados,4465661,4596039,6736552,4607551,6860622 
 pkts,38597147,41393478,39177266,41486216,39906859 
TX,200560966,RX,200560966,CLONE_E2I,27266425,DROP,96
latencia,220,253,230,243,258 
 mh,87,99,103,99,103 
 clonados,5394029,4581964,6751307,4603426,6846316 
 pkts,38687920,41315688,39260233,41426810,39827328 
TX,200517979,RX,200517979,CLONE_E2I,28177042,DROP,86
latencia,203,245,247,247,257 
 mh,81,99,103,104,104 
 clonados,4931642,4568654,6736212,4559731,6828841 
 pkts,38802699,41399182,39253504,41299017,39845457 
TX,200599859,RX,200599859,CLONE_E2I,27625080,DROP,95
latencia,205,281,237,274,262 
 mh,87,99,103,99,103 
 clonados,5409388,4571885,6706929,4582185,6834656 
 pkts,38748311,41418322,39090110,41469957,39860877 
TX,200587577,RX,200587577,CLONE_E2I,28105043,DROP,97
