latencia,258,323,315 
 mh,120,145,159 
 clonados,10596085,9076044,13632850 
 pkts,64691147,68959327,65725279 
TX,199375753,RX,199375753,CLONE_E2I,33304979,DROP,96
latencia,230,267,253 
 mh,95,97,102 
 clonados,9167564,6728267,10153646 
 pkts,64754116,68848507,65949172 
TX,199551795,RX,199551795,CLONE_E2I,26049477,DROP,92
latencia,216,251,241 
 mh,89,97,102 
 clonados,8465184,6785156,10179808 
 pkts,64632511,68915921,65933765 
TX,199482197,RX,199482197,CLONE_E2I,25430148,DROP,96
latencia,226,249,245 
 mh,96,97,102 
 clonados,9305741,6789773,10199169 
 pkts,64482011,68864261,66099079 
TX,199445351,RX,199445351,CLONE_E2I,26294683,DROP,94
latencia,268,327,317 
 mh,131,145,159 
 clonados,11446480,9070268,13636530 
 pkts,64664951,68935818,65746326 
TX,199347095,RX,199347095,CLONE_E2I,34153278,DROP,93
latencia,212,257,250 
 mh,95,97,102 
 clonados,9183606,6747638,10166927 
 pkts,64562270,68964092,66017245 
TX,199543607,RX,199543607,CLONE_E2I,26098171,DROP,101
latencia,242,257,248 
 mh,96,97,102 
 clonados,9284150,6765935,10168325 
 pkts,64802163,68772011,65885506 
TX,199459680,RX,199459680,CLONE_E2I,26218410,DROP,90
latencia,231,252,239 
 mh,98,97,102 
 clonados,9552783,6728062,10160054 
 pkts,64703900,68846017,65985502 
TX,199535419,RX,199535419,CLONE_E2I,26440899,DROP,94
latencia,228,257,243 
 mh,99,97,102 
 clonados,9548725,6788252,10163948 
 pkts,64702951,68905303,65830956 
TX,199439210,RX,199439210,CLONE_E2I,26500925,DROP,97
latencia,230,292,323 
 mh,99,124,159 
 clonados,9622063,8251707,13637615 
 pkts,64633402,68991919,65746338 
TX,199371659,RX,199371659,CLONE_E2I,31511385,DROP,96
