latencia,189,331,323,332,319 
 mh,83,103,137,147,149 
 clonados,4573116,6153939,9040256,6157099,9187726 
 pkts,38696714,41403323,39158207,41378531,39801371 
TX,200438146,RX,200438146,CLONE_E2I,35112136,DROP,99
latencia,203,335,312,315,323 
 mh,84,104,137,147,149 
 clonados,4685833,6112187,9069160,6142490,9173903 
 pkts,38834176,41225059,39307761,41358192,39710911 
TX,200436099,RX,200436099,CLONE_E2I,35183573,DROP,92
latencia,202,312,320,321,301 
 mh,82,98,136,147,149 
 clonados,4267623,6149224,9039557,6169823,9179629 
 pkts,38683019,41428422,39126877,41440561,39769502 
TX,200448381,RX,200448381,CLONE_E2I,34805856,DROP,95
latencia,194,327,321,317,312 
 mh,85,106,138,148,149 
 clonados,5015123,6097674,9036714,6166262,9206801 
 pkts,38589226,41333152,39177442,41467610,39856387 
TX,200423817,RX,200423817,CLONE_E2I,35522574,DROP,96
latencia,178,336,317,310,310 
 mh,83,103,137,147,149 
 clonados,4675223,6140458,9038318,6157751,9159585 
 pkts,38855162,41390305,39123346,41394402,39674931 
TX,200438146,RX,200438146,CLONE_E2I,35171335,DROP,97
latencia,201,326,327,321,312 
 mh,83,101,136,146,149 
 clonados,4469637,6134054,9043717,6146629,9199946 
 pkts,38702977,41385051,39162692,41368774,39824793 
TX,200444287,RX,200444287,CLONE_E2I,34993983,DROP,91
latencia,187,323,313,329,314 
 mh,82,98,136,147,149 
 clonados,4247684,6128092,9085810,6126755,9195691 
 pkts,38691518,41311733,39352122,41234097,39863005 
TX,200452475,RX,200452475,CLONE_E2I,34784032,DROP,95
latencia,211,316,309,328,315 
 mh,85,105,137,147,149 
 clonados,5117893,5973202,9032805,6154215,9186569 
 pkts,38755222,41397725,39110212,41390862,39775937 
TX,200429958,RX,200429958,CLONE_E2I,35464684,DROP,93
latencia,196,312,309,318,308 
 mh,82,99,136,146,149 
 clonados,4395570,6147472,9047439,6164765,9195811 
 pkts,38582962,41374664,39231027,41446866,39808768 
TX,200444287,RX,200444287,CLONE_E2I,34951057,DROP,93
latencia,184,327,313,320,332 
 mh,82,98,136,147,149 
 clonados,4238807,6120123,9054799,6144346,9209414 
 pkts,38626224,41300690,39295887,41364541,39865133 
TX,200452475,RX,200452475,CLONE_E2I,34767489,DROP,97
