latencia,181,310,315,311,320,309,314 
 mh,87,94,128,140,145,149,149 
 clonados,2998636,4391069,6446574,4393839,6477923,4405705,6548040 
 pkts,27610959,29625446,27917405,29536897,28077646,29612016,28346404 
TX,200726773,RX,200726773,CLONE_E2I,35661786,DROP,97
latencia,187,320,324,311,312,330,336 
 mh,87,94,128,140,145,149,149 
 clonados,2981755,4377802,6462234,4407562,6439256,4415935,6596683 
 pkts,27481002,29549991,27970493,29639513,27870213,29609766,28607842 
TX,200728820,RX,200728820,CLONE_E2I,35681227,DROP,93
latencia,187,326,308,320,316,319,323 
 mh,84,93,127,140,145,149,149 
 clonados,2962508,4392084,6473615,4393534,6459397,4411810,6597559 
 pkts,27308268,29655985,28036518,29511976,28003394,29645981,28564651 
TX,200726773,RX,200726773,CLONE_E2I,35690507,DROP,102
latencia,165,331,315,313,304,320,323 
 mh,86,94,128,140,145,149,149 
 clonados,2971341,4369425,6490867,4397715,6469784,4361895,6615480 
 pkts,27388553,29500936,28168758,29587211,28004465,29361451,28717446 
TX,200728820,RX,200728820,CLONE_E2I,35676507,DROP,95
latencia,166,318,287,313,313,315,305 
 mh,86,94,128,140,145,149,149 
 clonados,2980662,4356447,6468400,4419360,6456919,4390021,6614077 
 pkts,27446169,29420408,28040710,29666879,27965462,29535626,28651518 
TX,200726773,RX,200726773,CLONE_E2I,35685886,DROP,96
latencia,185,335,323,319,317,318,319 
 mh,87,95,128,140,145,149,149 
 clonados,2976042,4392803,6470368,4414624,6441016,4407070,6588576 
 pkts,27419536,29622778,28016721,29613806,27919962,29556946,28572930 
TX,200722679,RX,200722679,CLONE_E2I,35690499,DROP,93
latencia,200,321,311,305,333,315,318 
 mh,87,95,128,140,145,149,149 
 clonados,2992041,4370879,6454698,4425959,6452706,4384198,6598015 
 pkts,27566997,29476971,27966208,29694343,27940817,29479686,28603798 
TX,200728820,RX,200728820,CLONE_E2I,35678496,DROP,93
latencia,180,319,315,316,297,339,308 
 mh,87,94,128,140,145,149,149 
 clonados,2981866,4382108,6437566,4409523,6480664,4373541,6602099 
 pkts,27448953,29669423,27866142,29631076,28066265,29456087,28584733 
TX,200722679,RX,200722679,CLONE_E2I,35667367,DROP,90
latencia,198,241,251,285,248,293,247 
 mh,90,89,90,90,90,90,90 
 clonados,3555020,3274099,4834772,3278068,4816375,3279501,4895759 
 pkts,27604105,29489397,28166689,29473184,28075565,29477772,28540364 
TX,200827076,RX,200827076,CLONE_E2I,27933594,DROP,93
latencia,185,314,304,321,309,309,331 
 mh,87,78,78,78,78,78,78 
 clonados,3056530,4358449,6466108,4384544,6457188,4410980,6602175 
 pkts,27377790,29638698,28002732,29519282,27959244,29629485,28593401 
TX,200720632,RX,200720632,CLONE_E2I,35735974,DROP,95
