latencia,23,25,28,27,26 
 mh,4,7,7,7,7 
 clonados,72654947,224144023,118500727,223871192,121652654 
 pkts,276144203,253322423,230535549,253579783,235186298 
TX,1248768256,RX,1248768256,CLONE_E2I,760823543,DROP,92
latencia,24,25,25,26,28 
 mh,4,7,7,7,7 
 clonados,71523367,224259601,118704040,223599361,122505910 
 pkts,274102997,253623538,230722025,253267695,236816596 
TX,1248532851,RX,1248532851,CLONE_E2I,760592279,DROP,96
latencia,20,25,25,28,25 
 mh,4,7,7,7,7 
 clonados,71869683,224914037,117989644,224208597,122114664 
 pkts,274477452,254546625,229475713,253719507,236526442 
TX,1248745739,RX,1248745739,CLONE_E2I,761096625,DROP,92
latencia,23,27,26,24,26 
 mh,4,7,7,7,7 
 clonados,72384909,224200980,118514259,224558106,121465894 
 pkts,275601939,253791400,229641592,254365095,235063227 
TX,1248463253,RX,1248463253,CLONE_E2I,761124148,DROP,93
latencia,20,26,23,24,25 
 mh,4,7,7,7,6 
 clonados,71783163,224664992,118652138,224410535,123039127 
 pkts,274642690,254379791,230635695,253937720,235291086 
TX,1248886982,RX,1248886982,CLONE_E2I,762549955,DROP,97
latencia,20,22,25,24,29 
 mh,4,7,7,7,7 
 clonados,72015758,224869713,118222648,224276250,121591658 
 pkts,274877462,254195073,230086222,254005005,235422311 
TX,1248586073,RX,1248586073,CLONE_E2I,760976027,DROP,89
latencia,22,26,26,27,26 
 mh,4,7,7,7,7 
 clonados,71578649,224746656,118065077,224813743,121425276 
 pkts,274190436,254147420,230198216,254540283,235726700 
TX,1248803055,RX,1248803055,CLONE_E2I,760629401,DROP,93
latencia,21,26,25,28,27 
 mh,4,7,7,7,7 
 clonados,71422021,224400663,118634254,224797098,121588582 
 pkts,273837501,254026693,230338285,254586999,235962402 
TX,1248751880,RX,1248751880,CLONE_E2I,760842618,DROP,93
latencia,22,26,26,24,29 
 mh,4,7,7,7,7 
 clonados,71889767,224040662,118897983,224602477,121995739 
 pkts,274610169,253531774,230267993,254241736,236298767 
TX,1248950439,RX,1248950439,CLONE_E2I,761426628,DROP,92
latencia,23,26,26,27,28 
 mh,4,7,7,7,7 
 clonados,71450580,224586547,118703126,224708072,121958687 
 pkts,273679729,254425867,230158354,254225472,236182625 
TX,1248672047,RX,1248672047,CLONE_E2I,761407012,DROP,95
