latencia,196,315,314 
 mh,94,91,113 
 clonados,6168693,8894462,13667286 
 pkts,65139255,68816687,65939748 
TX,199895691,RX,199895691,CLONE_E2I,28730441,DROP,95
latencia,185,308,305 
 mh,94,92,113 
 clonados,6173517,8969599,13654617 
 pkts,65135755,68912253,65841542 
TX,199889550,RX,199889550,CLONE_E2I,28797733,DROP,93
latencia,177,308,315 
 mh,94,91,113 
 clonados,6166469,8871861,13649927 
 pkts,65107257,68982003,65804384 
TX,199893644,RX,199893644,CLONE_E2I,28688257,DROP,93
latencia,176,312,326 
 mh,94,92,113 
 clonados,6165903,9023601,13657395 
 pkts,65123553,68927619,65848613 
TX,199899785,RX,199899785,CLONE_E2I,28846899,DROP,93
latencia,178,306,320 
 mh,94,91,113 
 clonados,6178544,8890538,13667830 
 pkts,65177001,68814458,65902185 
TX,199893644,RX,199893644,CLONE_E2I,28736912,DROP,93
latencia,0,195,368 
 mh,0,94,86 
 clonados,0,6240840,2819 
 pkts,0,65800082,27344 
TX,65827426,RX,65827426,CLONE_E2I,6243659,DROP,95
latencia,181,314,325 
 mh,94,91,112 
 clonados,6160962,8863891,13670665 
 pkts,65025470,68952115,65918106 
TX,199895691,RX,199895691,CLONE_E2I,28695518,DROP,94
latencia,188,320,323 
 mh,94,91,113 
 clonados,6179349,8831837,13648122 
 pkts,65224866,68874202,65796623 
TX,199895691,RX,199895691,CLONE_E2I,28659308,DROP,91
latencia,179,314,324 
 mh,94,91,112 
 clonados,6170496,8919963,13681208 
 pkts,65137573,68777664,65980454 
TX,199895691,RX,199895691,CLONE_E2I,28771667,DROP,90
latencia,191,315,302 
 mh,94,92,113 
 clonados,6187591,8949845,13656860 
 pkts,65312436,68737978,65843230 
TX,199893644,RX,199893644,CLONE_E2I,28794296,DROP,96
