latencia,257,290,237,267,246,259,220,262,252,248,239,254,238 
 mh,90,101,104,101,105,101,105,101,105,101,105,101,105 
 clonados,2077622,1730912,2568121,1753838,2549534,1759035,2572926,1744472,2562551,1743868,2572823,1734743,2953953 
 pkts,14418541,15682843,15012200,15847588,14864564,15840414,15031142,15799711,14936268,15797367,14989401,15720038,17243177 
TX,201183254,RX,201183254,CLONE_E2I,28324398,DROP,99
latencia,193,321,300,320,335,333,319,348,307,317,304,306,319 
 mh,75,126,162,155,162,155,161,155,162,155,162,155,162 
 clonados,1496250,2339095,3452620,2334622,3475022,2345594,3437313,2343669,3453419,2333823,3439407,2366491,3977460 
 pkts,14312216,15835789,14981481,15663602,15115603,15750007,14913704,15679866,15035748,15656792,14960060,15865356,17228800 
TX,200999024,RX,200999024,CLONE_E2I,36794785,DROP,94
latencia,146,317,318,314,295,336,303,325,328,337,299,322,316 
 mh,75,125,162,166,166,155,162,155,162,155,162,155,162 
 clonados,1502241,2344391,3443033,3427335,3451581,2360055,3441529,2354797,3445467,2330601,3448584,2374659,3993817 
 pkts,14342778,15833528,14903733,14836548,14940872,15782128,14956125,15788123,14945817,15677018,14967577,15897904,17291697 
TX,200163848,RX,200163848,CLONE_E2I,37918090,DROP,95
latencia,169,333,319,321,311,329,311,319,312,328,292,321,319 
 mh,74,123,162,155,162,155,162,155,161,155,162,155,162 
 clonados,1498983,2292562,3463087,2355278,3411699,2382244,3414347,2367803,3452104,2342002,3422508,2383433,3980767 
 pkts,14326988,15711554,15059281,15786479,14800453,15940406,14778664,15820119,15026495,15745953,14815901,15952719,17234012 
TX,200999024,RX,200999024,CLONE_E2I,36766817,DROP,93
latencia,207,292,298,321,312,320,317,333,324,325,311,321,320 
 mh,75,117,161,155,161,155,162,155,162,155,162,155,163 
 clonados,1524621,2212279,3409294,2369375,3467763,2327799,3456647,2341287,3444646,2329177,3461801,2329492,4005111 
 pkts,14332265,15885598,14792852,15789117,15106916,15634481,15054193,15736605,14910527,15674766,15025047,15712663,17343994 
TX,200999024,RX,200999024,CLONE_E2I,36679292,DROP,95
latencia,203,337,319,317,316,325,319,329,324,318,315,306,340 
 mh,75,126,162,155,162,155,162,155,162,155,162,155,162 
 clonados,1498003,2340351,3443799,2336100,3473963,2320979,3465426,2338099,3465568,2328788,3450798,2343743,4000320 
 pkts,14329996,15788871,14921277,15747445,15038549,15593281,15082535,15733214,15015170,15619388,15026229,15734615,17370501 
TX,201001071,RX,201001071,CLONE_E2I,36805937,DROP,94
latencia,182,310,319,309,303,321,308,329,301,313,307,318,305 
 mh,75,125,161,155,162,166,166,166,166,166,166,166,166 
 clonados,1490206,2322811,3459522,2364226,3442570,2336672,3474296,2340043,3434934,2330002,3462638,2337969,4006938 
 pkts,14265589,15734386,15062597,15841887,14899424,15690310,15090136,15725528,14898863,15687437,15009797,15669010,17419966 
TX,200994930,RX,200994930,CLONE_E2I,36802827,DROP,94
latencia,147,327,303,340,311,324,307,326,340,329,319,340,319 
 mh,75,122,162,155,162,155,162,155,162,155,162,155,162 
 clonados,1501203,2289285,3401997,2370397,3460969,2336876,3442051,2340690,3448059,2351132,3433021,2372289,3994612 
 pkts,14352057,15843227,14752017,15838926,15031817,15743137,14895990,15709518,14978793,15749647,14919493,15839682,17344720 
TX,200999024,RX,200999024,CLONE_E2I,36742581,DROP,90
latencia,194,326,304,300,307,331,324,315,321,310,287,337,333 
 mh,75,125,162,155,162,155,162,155,162,155,162,155,152 
 clonados,1508354,2303894,3449454,2339402,3459156,2335480,3475000,2327382,3437324,2365748,3452541,2343069,3990602 
 pkts,14416543,15646791,15000097,15645207,15079608,15700783,15073824,15678478,14903597,15835126,14973819,15722922,17320182 
TX,200996977,RX,200996977,CLONE_E2I,36787406,DROP,97
latencia,243,249,260,236,259,236,236,256,266,233,247,252,243 
 mh,85,101,105,101,105,101,105,101,105,101,105,101,105 
 clonados,1919199,1739042,2564948,1763764,2536746,1745551,2564971,1739046,2568796,1750428,2545077,1758328,2979641 
 pkts,14338355,15681594,15036210,15872493,14816607,15747656,15026785,15711149,15028934,15768018,14917287,15809339,17434968 
TX,201189395,RX,201189395,CLONE_E2I,28175537,DROP,98
