latencia,191,310,318,314,320 
 mh,91,92,119,134,141 
 clonados,4133881,6044137,9056385,6134842,9223203 
 pkts,38719761,41417519,39205493,41295159,39951692 
TX,200589624,RX,200589624,CLONE_E2I,34592448,DROP,91
latencia,185,318,323,327,317 
 mh,91,92,120,135,142 
 clonados,4135172,6124112,9064648,6139330,9204785 
 pkts,38744099,41386651,39263223,41331852,39861752 
TX,200587577,RX,200587577,CLONE_E2I,34668047,DROP,98
latencia,197,322,326,332,319 
 mh,92,92,120,135,142 
 clonados,4151678,6123798,9041334,6175545,9170612 
 pkts,38888376,41317312,39182001,41504882,39697053 
TX,200589624,RX,200589624,CLONE_E2I,34662967,DROP,87
latencia,195,329,302,337,318 
 mh,91,92,120,135,142 
 clonados,4145077,6133837,9047104,6159860,9172940 
 pkts,38845280,41370388,39216771,41455051,39704181 
TX,200591671,RX,200591671,CLONE_E2I,34658818,DROP,90
latencia,161,305,321,324,309 
 mh,92,92,120,134,141 
 clonados,4141136,6035541,9052222,6155475,9195499 
 pkts,38829577,41298715,39240163,41383300,39841963 
TX,200593718,RX,200593718,CLONE_E2I,34579873,DROP,93
latencia,179,319,310,312,326 
 mh,92,92,120,135,142 
 clonados,4138653,6161468,9050586,6139628,9190178 
 pkts,38773423,41528069,39175272,41280385,39828381 
TX,200585530,RX,200585530,CLONE_E2I,34680513,DROP,96
latencia,178,323,319,326,315 
 mh,92,92,120,135,142 
 clonados,4155006,6138273,9060978,6134211,9160825 
 pkts,38920182,41443613,39241427,41298905,39685497 
TX,200589624,RX,200589624,CLONE_E2I,34649293,DROP,97
latencia,186,297,321,322,317 
 mh,92,92,120,134,141 
 clonados,4149783,6015653,9077306,6130840,9181495 
 pkts,38895645,41335325,39338662,41228148,39791844 
TX,200589624,RX,200589624,CLONE_E2I,34555077,DROP,96
latencia,179,308,327,320,317 
 mh,92,93,120,135,142 
 clonados,4144012,6139809,9027081,6164940,9184691 
 pkts,38813381,41498468,39074018,41417896,39781767 
TX,200585530,RX,200585530,CLONE_E2I,34660533,DROP,98
latencia,181,318,315,315,317 
 mh,92,92,119,134,141 
 clonados,4142008,6077828,9075538,6137224,9186305 
 pkts,38824715,41305245,39361860,41329309,39770542 
TX,200591671,RX,200591671,CLONE_E2I,34618903,DROP,89
