latencia,216,251,268 
 mh,94,97,99 
 clonados,9257311,6787617,10170679 
 pkts,64652421,68906628,65890396 
TX,199449445,RX,199449445,CLONE_E2I,26215607,DROP,97
latencia,230,258,245 
 mh,94,97,99 
 clonados,9166669,6786961,10178060 
 pkts,64639669,68858546,65961465 
TX,199459680,RX,199459680,CLONE_E2I,26131690,DROP,99
latencia,241,254,267 
 mh,94,95,99 
 clonados,9250737,6737796,10158915 
 pkts,64699158,68806541,66037907 
TX,199543607,RX,199543607,CLONE_E2I,26147448,DROP,95
latencia,228,252,256 
 mh,94,95,99 
 clonados,9357616,6731339,10171833 
 pkts,64645975,68836679,66054812 
TX,199537466,RX,199537466,CLONE_E2I,26260788,DROP,91
latencia,240,307,301 
 mh,92,129,157 
 clonados,9055227,8684904,13663222 
 pkts,64646836,68889392,65880465 
TX,199416693,RX,199416693,CLONE_E2I,31403353,DROP,96
latencia,240,245,240 
 mh,93,97,100 
 clonados,9193216,6784135,10165763 
 pkts,64717072,68884981,65851486 
TX,199453539,RX,199453539,CLONE_E2I,26143114,DROP,90
latencia,222,265,322 
 mh,94,97,154 
 clonados,9319990,6973677,13636934 
 pkts,64678182,68963731,65744075 
TX,199385988,RX,199385988,CLONE_E2I,29930601,DROP,97
latencia,248,259,257 
 mh,94,96,99 
 clonados,9342155,6775833,10168906 
 pkts,64739901,68807172,65910560 
TX,199457633,RX,199457633,CLONE_E2I,26286894,DROP,90
latencia,229,262,244 
 mh,92,97,99 
 clonados,9045376,6784100,10166670 
 pkts,64712833,68904979,65845962 
TX,199463774,RX,199463774,CLONE_E2I,25996146,DROP,96
latencia,232,242,247 
 mh,92,95,99 
 clonados,9035670,6777804,10145410 
 pkts,64894468,68830315,65743085 
TX,199467868,RX,199467868,CLONE_E2I,25958884,DROP,92
