latencia,181,325,311,344,320,317,323,322,315,309,287,311,312 
 mh,94,91,113,128,137,141,144,147,149,149,149,149,149 
 clonados,1492592,2219362,3460846,2339844,3463530,2315467,3448387,2377803,3446237,2333047,3448178,2335546,4012221 
 pkts,14274810,15841707,14978911,15691795,15050235,15572254,14995667,15909413,14923939,15719561,14933837,15675163,17431732 
TX,200999024,RX,200999024,CLONE_E2I,36693060,DROP,91
latencia,187,293,316,306,340,329,323,338,320,348,308,321,330 
 mh,95,87,109,125,134,141,143,146,148,149,149,149,149 
 clonados,1512363,1966683,3453289,2349435,3423983,2360370,3422993,2380601,3437004,2328594,3471132,2348844,3962278 
 pkts,14451777,15817386,14975681,15779934,14840365,15774196,14879146,15916390,14890588,15656806,15075902,15750851,17200237 
TX,201009259,RX,201009259,CLONE_E2I,36417569,DROP,97
latencia,176,292,318,322,290,312,324,290,315,320,300,333,323 
 mh,93,87,108,125,135,140,143,146,148,149,149,149,149 
 clonados,1501608,1974151,3438078,2374040,3441843,2325480,3450475,2365006,3456240,2317901,3456247,2362158,3987181 
 pkts,14343157,15777913,14898615,15859154,14947860,15667170,14959793,15868335,14959405,15594783,15029731,15814512,17286784 
TX,201007212,RX,201007212,CLONE_E2I,36450408,DROP,88
latencia,185,283,312,309,304,335,311,286,316,325,306,306,302 
 mh,92,89,109,125,135,140,143,146,148,149,149,149,149 
 clonados,1502100,1986709,3447582,2330366,3467345,2340873,3452054,2334885,3439910,2345274,3449720,2355119,4004096 
 pkts,14358227,15782755,14938976,15623667,15100274,15722676,14981413,15664207,14959959,15775016,14933291,15778920,17381690 
TX,201001071,RX,201001071,CLONE_E2I,36456033,DROP,93
latencia,188,307,312,295,328,332,311,306,305,332,288,345,317 
 mh,93,89,111,127,136,141,142,146,148,149,149,149,149 
 clonados,1497362,2067556,3493232,2330336,3472407,2322513,3438306,2369909,3414804,2370248,3437577,2363818,3979551 
 pkts,14313609,15630072,15215815,15687396,15065223,15629029,14939881,15849501,14815478,15859767,14910267,15832757,17256369 
TX,201005165,RX,201005165,CLONE_E2I,36557619,DROP,93
latencia,186,266,255,231,215,298,257,258,319,277,321,306,309 
 mh,96,88,90,90,90,90,90,90,107,124,134,140,142 
 clonados,1509517,1686159,2555602,1766367,2568496,1752401,2579924,1894488,3447654,2322250,3457688,2341717,4005408 
 pkts,14423522,15809278,14860557,15827388,14967733,15761264,15013149,15709670,14969342,15650135,14978454,15710203,17394068 
TX,201074763,RX,201074763,CLONE_E2I,31887671,DROP,97
latencia,195,336,289,321,310,321,311,318,319,320,328,317,309 
 mh,95,94,116,130,137,142,145,148,149,149,149,149,149 
 clonados,1506849,2290655,3466084,2332254,3450940,2359046,3413575,2373811,3456828,2345732,3443991,2330392,3976932 
 pkts,14395886,15816365,15018643,15715499,14950348,15786140,14826954,15860163,15003584,15765077,14958840,15690510,17211015 
TX,200999024,RX,200999024,CLONE_E2I,36747089,DROP,97
latencia,182,277,331,313,297,309,311,316,333,296,328,323,328 
 mh,95,89,111,127,136,141,143,146,148,149,149,149,149 
 clonados,1507352,2066416,3452605,2350323,3419910,2370454,3437581,2366941,3450764,2326784,3474033,2350743,3969299 
 pkts,14414674,15720484,14975792,15763415,14838418,15822994,14946894,15865312,14937567,15672332,15059950,15775261,17210025 
TX,201003118,RX,201003118,CLONE_E2I,36543205,DROP,89
latencia,182,258,232,264,333,326,286,326,329,345,299,317,323 
 mh,93,88,90,90,104,122,133,140,143,146,147,149,149 
 clonados,1518041,1684308,2578038,1795621,3439292,2349052,3454944,2357463,3453327,2329105,3439975,2364666,3970371 
 pkts,14509214,15615308,15073842,15707874,14965456,15709142,15029338,15785394,14989552,15612118,14992903,15832111,17223853 
TX,201046105,RX,201046105,CLONE_E2I,34734203,DROP,90
latencia,161,302,306,318,298,302,328,310,324,317,291,314,306 
 mh,94,92,113,128,136,141,144,147,149,149,149,149,149 
 clonados,1502604,2175043,3461143,2338951,3456447,2343463,3433729,2363115,3424629,2346896,3475611,2323542,4016695 
 pkts,14372103,15675282,15025282,15698354,15012042,15722290,14914146,15853811,14821761,15687847,15141304,15591061,17485788 
TX,201001071,RX,201001071,CLONE_E2I,36661868,DROP,92
