latencia,300,319,319 
 mh,144,146,160 
 clonados,12426139,9094613,13644021 
 pkts,64498863,69042067,65781601 
TX,199322531,RX,199322531,CLONE_E2I,35164773,DROP,93
latencia,211,270,259 
 mh,96,97,102 
 clonados,9328502,6770601,10173313 
 pkts,64725832,68805043,65926758 
TX,199457633,RX,199457633,CLONE_E2I,26272416,DROP,96
latencia,232,260,244 
 mh,99,97,102 
 clonados,9582891,6797695,10167758 
 pkts,64601946,68987493,65843630 
TX,199433069,RX,199433069,CLONE_E2I,26548344,DROP,92
latencia,227,288,324 
 mh,99,117,160 
 clonados,9629691,7848500,13659361 
 pkts,64660822,68869152,65882625 
TX,199412599,RX,199412599,CLONE_E2I,31137552,DROP,97
latencia,224,270,310 
 mh,94,107,160 
 clonados,9089316,7413785,13684847 
 pkts,64570831,68853466,65973973 
TX,199398270,RX,199398270,CLONE_E2I,30187948,DROP,95
latencia,247,264,242 
 mh,98,97,102 
 clonados,9519372,6743261,10149850 
 pkts,64719151,68882834,65929340 
TX,199531325,RX,199531325,CLONE_E2I,26412483,DROP,94
latencia,243,256,256 
 mh,100,97,102 
 clonados,9736324,6770278,10177479 
 pkts,64678791,68790760,65963518 
TX,199433069,RX,199433069,CLONE_E2I,26684081,DROP,93
latencia,227,271,241 
 mh,95,97,102 
 clonados,9151383,6804243,10163202 
 pkts,64610610,69028520,65820550 
TX,199459680,RX,199459680,CLONE_E2I,26118828,DROP,98
latencia,254,256,262 
 mh,98,97,102 
 clonados,9580327,6768832,10162577 
 pkts,64819669,68792566,65824928 
TX,199437163,RX,199437163,CLONE_E2I,26511736,DROP,94
latencia,243,258,240 
 mh,93,102,102 
 clonados,9013555,6750821,10140535 
 pkts,64745474,68933841,65872480 
TX,199551795,RX,199551795,CLONE_E2I,25904911,DROP,92
