latencia,197,270,252,255,249,255,244 
 mh,80,100,106,100,106,100,106 
 clonados,3425453,3292546,4792618,3281018,4791630,3271516,4907623 
 pkts,27359615,29763317,27926438,29691025,27926202,29595604,28636520 
TX,200898721,RX,200898721,CLONE_E2I,27762404,DROP,95
latencia,216,258,245,266,264,259,245 
 mh,92,100,106,100,106,100,106 
 clonados,4003052,3286258,4794750,3272240,4824753,3255846,4914945 
 pkts,27329537,29635754,27997279,29543069,28190838,29501763,28675917 
TX,200874157,RX,200874157,CLONE_E2I,28351844,DROP,102
latencia,247,258,271,250,264,263,245 
 mh,95,100,106,100,106,100,106 
 clonados,4111765,3296714,4823004,3272627,4829151,3279619,4892728 
 pkts,27480214,29658607,28044236,29477148,28138630,29535567,28470156 
TX,200804559,RX,200804559,CLONE_E2I,28505608,DROP,95
latencia,238,256,248,289,249,252,249 
 mh,95,101,106,100,106,100,106 
 clonados,4143829,3281742,4799619,3271263,4809490,3283188,4887134 
 pkts,27393018,29666245,27975324,29590356,28079090,29667005,28501072 
TX,200872110,RX,200872110,CLONE_E2I,28476265,DROP,93
latencia,223,254,258,273,256,241,238 
 mh,83,100,106,100,106,100,106 
 clonados,3609218,3261429,4806455,3275330,4805918,3264045,4899185 
 pkts,27502806,29544383,28024101,29636019,28038431,29586177,28564757 
TX,200896674,RX,200896674,CLONE_E2I,27921580,DROP,100
latencia,207,326,315,317,326,335,314 
 mh,74,138,164,153,164,153,165 
 clonados,2983208,4353297,6463990,4405052,6454108,4396674,6623384 
 pkts,27481007,29415469,28017235,29527898,28033725,29539037,28712402 
TX,200726773,RX,200726773,CLONE_E2I,35679713,DROP,99
latencia,189,269,273,269,230,277,243 
 mh,82,100,106,100,106,101,107 
 clonados,3537405,3292591,4809415,3284027,4836711,3271442,4902693 
 pkts,27505128,29661284,27968618,29512424,28184944,29465058,28527573 
TX,200825029,RX,200825029,CLONE_E2I,27934284,DROP,94
latencia,173,317,310,320,308,336,312 
 mh,74,138,164,153,165,153,165 
 clonados,2990418,4375479,6449911,4415384,6459266,4390191,6589455 
 pkts,27548128,29524992,27958850,29641627,27960758,29501936,28590482 
TX,200726773,RX,200726773,CLONE_E2I,35670104,DROP,92
latencia,197,272,255,256,263,272,233 
 mh,80,100,106,101,107,100,106 
 clonados,3435595,3296829,4797716,3282778,4830003,3291798,4890054 
 pkts,27566022,29627880,27912579,29509334,28131652,29652622,28429034 
TX,200829123,RX,200829123,CLONE_E2I,27824773,DROP,93
latencia,208,250,251,259,258,245,266 
 mh,80,100,106,100,106,100,106 
 clonados,3436917,3273706,4821608,3260035,4836700,3278238,4920001 
 pkts,27505172,29442418,28126318,29436467,28139840,29516711,28668338 
TX,200835264,RX,200835264,CLONE_E2I,27827205,DROP,97
