latencia,224,266,243,261,256 
 mh,90,101,106,100,106 
 clonados,5459464,4577191,6726531,4545442,6832869 
 pkts,38669121,41512883,39219733,41325289,39858504 
TX,200585530,RX,200585530,CLONE_E2I,28141497,DROP,100
latencia,202,260,267,267,259 
 mh,83,101,106,101,106 
 clonados,4957234,4572477,6708990,4568361,6822539 
 pkts,38734658,41482513,39128614,41454950,39801171 
TX,200601906,RX,200601906,CLONE_E2I,27629601,DROP,92
latencia,180,322,320,309,322 
 mh,76,138,164,154,165 
 clonados,4260747,6111455,9060498,6101464,9190121 
 pkts,38809487,41338029,39242922,41207469,39848427 
TX,200446334,RX,200446334,CLONE_E2I,34724285,DROP,93
latencia,177,320,315,318,326 
 mh,76,137,164,154,165 
 clonados,4249648,6129365,9029412,6127109,9191212 
 pkts,38728514,41461415,39104039,41338455,39818005 
TX,200450428,RX,200450428,CLONE_E2I,34726746,DROP,97
latencia,189,266,258,279,253 
 mh,77,100,106,101,106 
 clonados,4400975,4590911,6720447,4603016,6842546 
 pkts,38698102,41441196,39105100,41456807,39853620 
TX,200554825,RX,200554825,CLONE_E2I,27157895,DROP,92
latencia,219,268,254,259,279 
 mh,96,101,106,101,106 
 clonados,5876754,4605336,6718156,4595123,6841658 
 pkts,38606525,41496803,39113376,41412083,39870769 
TX,200499556,RX,200499556,CLONE_E2I,28637027,DROP,98
latencia,223,259,256,253,245 
 mh,96,100,106,101,101 
 clonados,5904331,4542853,6743803,4560538,6832877 
 pkts,38643175,41260546,39382148,41433118,39854261 
TX,200573248,RX,200573248,CLONE_E2I,28584402,DROP,88
latencia,209,254,249,264,273 
 mh,88,100,106,101,106 
 clonados,5335448,4582730,6737512,4539817,6837099 
 pkts,38586372,41542098,39284759,41229120,39945228 
TX,200587577,RX,200587577,CLONE_E2I,28032606,DROP,91
latencia,190,310,315,314,314 
 mh,76,136,164,154,165 
 clonados,4236411,6052126,9024136,6159417,9182338 
 pkts,38607574,41453973,39121573,41466852,39804550 
TX,200454522,RX,200454522,CLONE_E2I,34654428,DROP,94
latencia,218,255,233,277,273 
 mh,89,100,106,100,106 
 clonados,5393304,4538202,6727922,4573581,6824576 
 pkts,38723675,41330655,39231803,41510671,39796914 
TX,200593718,RX,200593718,CLONE_E2I,28057585,DROP,96
