latencia,24,26,27,24,27 
 mh,6,7,7,7,7 
 clonados,104085357,224350508,118736870,224177336,121898571 
 pkts,236751297,253940752,230367498,253875566,235642264 
TX,1210577377,RX,1210577377,CLONE_E2I,793248642,DROP,94
latencia,25,24,25,24,28 
 mh,6,7,7,7,7 
 clonados,103691906,224646983,118072042,224442439,121590011 
 pkts,236162776,254145434,229758478,253868097,236247521 
TX,1210182306,RX,1210182306,CLONE_E2I,792443381,DROP,99
latencia,22,24,26,25,25 
 mh,6,7,7,7,7 
 clonados,103640496,224290425,118715283,224638981,121336081 
 pkts,236107910,254016954,230355599,254565683,234992870 
TX,1210039016,RX,1210039016,CLONE_E2I,792621266,DROP,91
latencia,25,24,26,25,25 
 mh,6,7,7,7,7 
 clonados,104212329,224684401,117951845,224304214,121544405 
 pkts,237190740,254416964,229731519,254428392,234826138 
TX,1210593753,RX,1210593753,CLONE_E2I,792697194,DROP,93
latencia,25,25,23,25,23 
 mh,6,7,7,7,7 
 clonados,103648615,224900364,117759513,224179596,122028674 
 pkts,236265170,254424090,229441092,254175331,235927798 
TX,1210233481,RX,1210233481,CLONE_E2I,792516762,DROP,93
latencia,24,25,23,24,24 
 mh,6,7,7,7,7 
 clonados,103876066,224670399,118403919,224367670,121977323 
 pkts,236242877,253902975,230301464,254102865,235750851 
TX,1210301032,RX,1210301032,CLONE_E2I,793295377,DROP,94
latencia,21,25,25,26,26 
 mh,6,7,7,7,7 
 clonados,103910922,224359094,118228312,224440949,121654820 
 pkts,236695434,253950154,229624996,254370647,235643425 
TX,1210284656,RX,1210284656,CLONE_E2I,792594097,DROP,88
latencia,25,24,24,25,26 
 mh,6,7,7,7,7 
 clonados,104090008,224647320,117884564,223867939,121634561 
 pkts,236682207,254222655,229301655,253387867,235130458 
TX,1208724842,RX,1208724842,CLONE_E2I,792124392,DROP,92
latencia,21,24,25,27,26 
 mh,6,7,7,7,7 
 clonados,103943199,223577884,119705057,224394008,121417623 
 pkts,236589460,253699979,231279396,253857858,235201859 
TX,1210628552,RX,1210628552,CLONE_E2I,793037771,DROP,92
latencia,25,27,25,25,27 
 mh,6,7,7,7,7 
 clonados,103699494,224421769,118603606,224540171,121736429 
 pkts,236123366,253594283,230473066,254054463,236002632 
TX,1210247810,RX,1210247810,CLONE_E2I,793001469,DROP,96
