latencia,23,25,26,25,27,24,28 
 mh,5,7,7,7,7,7,7 
 clonados,70042751,160285481,84967506,160550548,84922921,159937638,88152258 
 pkts,170367705,181405148,165154070,181697559,164862043,181184461,170022908 
TX,1214693894,RX,1214693894,CLONE_E2I,808859103,DROP,93
latencia,24,26,27,24,28,25,30 
 mh,5,6,6,6,6,6,6 
 clonados,70095692,160572719,86347792,160847444,86615547,160842200,89633401 
 pkts,170467217,181598114,165017502,181099318,165042228,180980768,170388444 
TX,1214593591,RX,1214593591,CLONE_E2I,814954795,DROP,95
latencia,20,26,25,25,26,25,26 
 mh,5,7,7,7,7,7,7 
 clonados,70065184,160629627,84187264,160023763,85226375,160642815,87797125 
 pkts,170520352,181841040,163995665,181372332,164983439,182022726,169681995 
TX,1214417549,RX,1214417549,CLONE_E2I,808572153,DROP,91
latencia,24,26,26,26,22,25,27 
 mh,6,6,6,6,6,6,6 
 clonados,70329935,160754463,86004556,161150267,86140607,161254558,89304162 
 pkts,170953051,181478901,164638100,181837323,164040601,182150308,169458461 
TX,1214556745,RX,1214556745,CLONE_E2I,814938548,DROP,92
latencia,24,24,26,25,24,26,25 
 mh,5,7,7,7,7,6,6 
 clonados,70806613,159897460,85004668,159502387,86232517,160952181,89055874 
 pkts,171823768,180573631,165320353,180654827,165905433,181280881,169345842 
TX,1214904735,RX,1214904735,CLONE_E2I,811451700,DROP,91
latencia,21,26,24,24,21,24,27 
 mh,5,7,7,7,7,6,6 
 clonados,69989345,160612595,84286579,160830248,84120853,161116277,89575268 
 pkts,170345030,181362251,164529464,181926677,163828602,182436203,170333218 
TX,1214761445,RX,1214761445,CLONE_E2I,810531165,DROP,95
latencia,23,26,23,25,24,24,25 
 mh,5,7,7,7,7,7,7 
 clonados,70440698,160024994,85182250,159784936,85163997,160443280,87956633 
 pkts,170986022,180843695,165433836,180953238,164786326,181619931,170218230 
TX,1214841278,RX,1214841278,CLONE_E2I,808996788,DROP,94
latencia,21,27,24,24,26,24,25 
 mh,5,6,6,6,6,6,6 
 clonados,62894615,150661181,76062054,150459543,76862180,150750225,78821434 
 pkts,173873713,185715017,168868967,186311415,169634618,185626736,174989733 
TX,1245020199,RX,1245020199,CLONE_E2I,746511232,DROP,90
latencia,20,26,27,25,24,25,26 
 mh,6,7,7,7,7,7,7 
 clonados,70891230,159862830,85091998,160026735,85174698,160653310,87166863 
 pkts,172073952,180772993,165091082,181350445,164754444,181761203,169159979 
TX,1214964098,RX,1214964098,CLONE_E2I,808867664,DROP,97
latencia,24,24,24,24,26,24,27 
 mh,5,7,7,7,7,7,7 
 clonados,69760893,160411435,84743488,159634594,85323685,159936902,88287286 
 pkts,170454918,181861969,164861966,180646739,165407783,181041876,170478006 
TX,1214753257,RX,1214753257,CLONE_E2I,808098283,DROP,90
