latencia,218,232,271,255,266 
 mh,89,99,104,99,104 
 clonados,5477550,4593802,6734954,4615741,6833853 
 pkts,38640914,41401023,39167949,41533415,39780819 
TX,200524120,RX,200524120,CLONE_E2I,28255900,DROP,96
latencia,207,264,242,260,259 
 mh,81,99,104,100,100 
 clonados,4849131,4587014,6730217,4599448,6852280 
 pkts,38755934,41370614,39152426,41373576,39896134 
TX,200548684,RX,200548684,CLONE_E2I,27618090,DROP,96
latencia,183,330,329,328,318 
 mh,75,131,162,152,162 
 clonados,4259271,6119565,9032720,6174671,9176887 
 pkts,38777899,41327348,39118728,41505510,39720943 
TX,200450428,RX,200450428,CLONE_E2I,34763114,DROP,91
latencia,243,241,243,260,255 
 mh,90,99,104,99,104 
 clonados,5624460,4590852,6745470,4596407,6846840 
 pkts,38710411,41371117,39237815,41385908,39808634 
TX,200513885,RX,200513885,CLONE_E2I,28404029,DROP,94
latencia,192,318,321,320,304 
 mh,75,132,162,152,162 
 clonados,4234232,6139107,9058029,6131112,9199137 
 pkts,38584144,41470654,39272502,41270293,39856929 
TX,200454522,RX,200454522,CLONE_E2I,34761617,DROP,88
latencia,182,247,275,318,311 
 mh,79,99,115,151,162 
 clonados,4782475,4587438,7825743,6163476,9178829 
 pkts,38784968,41300110,39212644,41430902,39746367 
TX,200474992,RX,200474992,CLONE_E2I,32537962,DROP,96
latencia,224,258,238,253,227 
 mh,87,99,104,99,104 
 clonados,5286719,4574970,6732962,4560984,6855010 
 pkts,38545618,41423374,39295906,41315435,40017479 
TX,200597812,RX,200597812,CLONE_E2I,28010645,DROP,99
latencia,208,268,239,256,252 
 mh,78,99,104,99,104 
 clonados,4607494,4577259,6727636,4579810,6822744 
 pkts,38686474,41438979,39223266,41502097,39765419 
TX,200616235,RX,200616235,CLONE_E2I,27314943,DROP,96
latencia,228,320,301,330,316 
 mh,94,150,162,152,162 
 clonados,5884193,6155123,9021663,6187336,9168663 
 pkts,38706494,41406456,39051605,41545556,39697330 
TX,200407441,RX,200407441,CLONE_E2I,36416978,DROP,94
latencia,193,308,313,327,320 
 mh,75,132,162,152,162 
 clonados,4249086,6150691,9052637,6159623,9174085 
 pkts,38701769,41470536,39184942,41342673,39746414 
TX,200446334,RX,200446334,CLONE_E2I,34786122,DROP,88
